-0.121097 -95.055183,51.386580 -90.553768,76.710130 69.589502,25.690978 83.227286,-25.908450 86.694311,-76.761321 100.378599,-51.535698 -99.565600,17.093286 -63.944979,68.364138 -55.970434,59.900058 108.755107,8.487477 114.417345,-43.018454 118.299949,-84.444447 -105.090735,-34.474538 -67.510225,34.275595 -32.603294,84.430819 4.876455,42.842482 141.625446,-8.726873 145.502771,-60.019052 151.179640,-68.450340 -44.165222,-17.324364 -36.166085,51.386580 -0.553768,76.710130 159.589502,25.690978 173.227286,-25.908450 176.694311,-76.761321 -169.621401,-51.535698 -9.565600,-0.121097 -5.055183,68.364138 34.029566,59.900058 -161.244893,8.487477 -155.582655,-43.018454 -151.700051,-84.444447 -15.090735,-34.474538 22.489775,17.093286 26.055021,84.430819 94.876455,42.842482 -128.374554,-8.726873 -124.497229,-60.019052 -118.820360,-68.450340 45.834778,-17.324364 53.833915,34.275595 57.396706
74.423956 64.700962,23.314628 76.128490,-28.279147 79.603127,-79.005633 96.464322,-49.183478 -106.481131,2.259324 -102.184658,53.744288 -97.431276,57.549671 102.025962,6.107055 107.290266,-45.376554 111.309222,-82.493908 -100.681623,-32.107867 -74.576522,19.471771 -71.058337,70.689687 -62.038425,40.475589 134.612831,-11.105327 138.377682,-62.357039 144.536153,-66.126218 -50.454448,-14.948097 -43.283390,36.646502 -39.657864,85.943354 19.603052,23.314628 166.128490,-28.279147 169.603127,-79.005633 -173.535678,-49.183478 -16.481131,2.259324 -12.184658,53.744288 -7.431276,74.423956 154.700962,6.107055 -162.709734,-45.376554 -158.690778,-82.493908 -10.681623,-32.107867 15.423478,19.471771 18.941663,70.689687 27.961575,57.549671 -167.974038,-11.105327 -131.622318,-62.357039 -125.463847,-66.126218 39.545552,-14.948097 46.716610,36.646502 50.342136,85.943354 109.603052,40.475589 -135.387169
72.660183 65.986684,21.495036 76.136278,-30.092811 79.626656,-80.687844 99.983490,-47.381367 -106.351229,4.081490 -102.195763,55.547301 -97.218261,55.748464 102.275347,4.284889 107.279756,-47.180125 111.420592,-80.872849 -95.375547,-30.295206 -74.546832,21.291895 -71.054157,72.462733 -61.030294,38.662752 134.678556,-12.925416 138.371268,-64.143689 144.967458,-64.342945 -49.937265,-13.128553 -43.287873,38.460338 -39.602509,86.417809 45.934196,21.495036 166.136278,-30.092811 169.626656,-80.687844 -170.016510,-47.381367 -16.351229,4.081490 -12.195763,55.547301 -7.218261,72.660183 155.986684,4.284889 -162.720244,-47.180125 -158.579408,-80.872849 -5.375547,-30.295206 15.453168,21.291895 18.945843,72.462733 28.969706,55.748464 -167.724653,-12.925416 -131.628732,-64.143689 -125.032542,-64.342945 40.062735,-13.128553 46.712127,38.460338 50.397491,86.417809 135.934196,38.662752 -135.321444
70.887942 67.018734,19.674963 76.140799,-31.905576 79.655693,-82.316881 105.060028,-45.577940 -106.238117,5.903658 -102.206347,57.348698 -96.972826,53.945624 102.491733,2.462720 107.268697,-48.982386 111.548508,-79.195282 -91.718547,-28.481640 -74.522718,23.111543 -71.046753,74.227580 -59.776892,36.849013 134.734893,-14.745018 138.366576,-65.927329 145.475086,-62.556608 -49.498196,-11.308516 -43.294108,40.273279 -39.537887,86.034082 72.918372,19.674963 166.140799,-31.905576 169.655693,-82.316881 -164.939972,-45.577940 -16.238117,5.903658 -12.206347,57.348698 -6.972826,70.887942 157.018734,2.462720 -162.731303,-48.982386 -158.451492,-79.195282 -1.718547,-28.481640 15.477282,23.111543 18.953247,74.227580 30.223108,53.945624 -167.508267,-14.745018 -131.633424,-65.927329 -124.524914,-62.556608 40.501804,-11.308516 46.705892,40.273279 50.462113,86.034082 162.918372,36.849013 -135.265107
69.109265 67.860917,17.854456 76.142423,-33.717401 79.690874,-83.850573 112.805637,-43.773254 -106.139766,7.725777 -102.216173,59.148314 -96.689254,52.141288 102.679875,0.640602 107.257322,-50.783272 111.695321,-77.483771 -89.075958,-26.667210 -74.503601,24.930668 -71.035726,75.981304 -58.187370,35.034419 134.782855,-16.564083 138.363888,-67.707410 146.077254,-60.767629 -49.122963,-9.488035 -43.301824,42.085277 -39.462858,84.985433 91.803271,17.854456 166.142423,-33.717401 169.690874,-83.850573 -157.194363,-43.773254 -16.139766,7.725777 -12.216173,59.148314 -6.689254,69.109265 157.860917,0.640602 -162.742678,-50.783272 -158.304679,-77.483771 0.924042,-26.667210 15.496399,24.930668 18.964274,75.981304 31.812630,52.141288 -167.320125,-16.564083 -131.636112,-67.707410 -123.922746,-60.767629 40.877037,-9.488035 46.698176,42.085277 50.537142,84.985433 -178.196729,35.034419 -135.217145
67.325541 68.557495,16.033563 76.141490,-35.528250 79.732914,-85.196937 125.309608,-41.967360 -106.054445,9.547793 -102.225002,60.945941 -96.360429,50.335570 102.843677,-1.181413 107.245860,-52.582707 111.863823,-75.750399 -87.093293,-24.851954 -74.488963,26.749225 -71.020643,77.719319 -56.121345,33.219014 134.823330,-18.382566 138.363507,-69.483190 146.798378,-58.976328 -48.800536,-7.667160 -43.310761,43.896284 -39.376110,83.590237 103.320824,16.033563 166.141490,-35.528250 169.732914,-85.196937 -144.690392,-41.967360 -16.054445,9.547793 -12.225002,60.945941 -6.360429,67.325541 158.557495,-1.181413 -162.754140,-52.582707 -158.136177,-75.750399 2.906707,-24.851954 15.511037,26.749225 18.979357,77.719319 33.878655,50.335570 -167.156323,-18.382566 -131.636493,-69.483190 -123.201622,-58.976328 41.199464,-7.667160 46.689239,43.896284 50.623890,83.590237 -166.679176,33.219014 -135.176670
65.537754 69.140081,14.212334 76.138320,-37.338084 79.782615,-86.154136 145.621406,-40.160306 -105.980666,11.369654 -102.232583,62.741316 -95.977388,48.528564 102.986370,-3.003271 107.234538,-54.380599 112.057359,-74.002124 -85.560876,-23.035914 -74.478331,28.567169 -71.001026,79.434053 -53.351606,31.402840 134.857103,-20.200419 138.365756,-71.253632 147.671916,-57.182954 -48.522261,-5.845943 -43.320673,45.706246 -39.276125,82.028333 110.503566,14.212334 166.138320,-37.338084 169.782615,-86.154136 -124.378594,-40.160306 -15.980666,11.369654 -12.232583,62.741316 -5.977388,65.537754 159.140081,-3.003271 -162.765462,-54.380599 -157.942641,-74.002124 4.439124,-23.035914 15.521669,28.567169 18.998974,79.434053 36.648394,48.528564 -167.013630,-20.200419 -131.634244,-71.253632 -122.328084,-57.182954 41.477739,-5.845943 46.679327,45.706246 50.723875,82.028333 -159.496434,31.402840 -135.142897
63.746613 69.631831,12.390819 76.133210,-39.146863 79.840889,-86.397453 173.225263,-38.352135 -105.917142,13.191308 -102.238656,64.534098 -95.528681,46.720350 103.110659,-4.824920 107.223585,-56.176837 112.279975,-72.243201 -84.348043,-21.219133 -74.471275,30.384455 -70.976347,81.112212 -49.490183,29.585940 134.884872,-22.017598 138.370981,-73.017263 148.744919,-55.387700 -48.281253,-4.024434 -43.331318,47.515106 -39.161133,80.380483 115.253601,12.390819 166.133210,-39.146863 169.840889,-86.397453 -96.774737,-38.352135 -15.917142,13.191308 -12.238656,64.534098 -5.528681,63.746613 159.631831,-4.824920 -162.776415,-56.176837 -157.720025,-72.243201 5.651957,-21.219133 15.528725,30.384455 19.023653,81.112212 40.509817,46.720350 -166.889341,-22.017598 -131.629019,-73.017263 -121.255081,-55.387700 41.718747,-4.024434 46.668682,47.515106 50.838867,80.380483 -154.746399,29.585940 -135.115128
61.952644 70.050078,10.569067 76.126441,-40.954548 79.908773,-85.800923 -161.672296,-36.542888 -105.862755,15.012704 -102.242949,66.323839 -94.999444,44.910998 103.218820,-6.646308 107.213233,-57.971286 112.536606,-70.476358 -83.369620,-19.401652 -74.467402,32.201041 -70.946021,82.728624 -43.835065,27.768360 134.907258,-23.834059 138.379558,-74.771914 150.085551,-53.590719 -48.071966,-2.202686 -43.342461,49.322798 -39.029060,78.684059 118.572325,10.569067 166.126441,-40.954548 169.908773,-85.800923 -71.672296,-36.542888 -15.862755,15.012704 -12.242949,66.323839 -4.999444,61.952644 160.050078,-6.646308 -162.786767,-57.971286 -157.463394,-70.476358 6.630380,-19.401652 15.532598,32.201041 19.053979,82.728624 46.164935,44.910998 -166.781180,-23.834059 -131.620442,-74.771914 -119.914449,-53.590719 41.928034,-2.202686 46.657539,49.322798 50.970940,78.684059 -151.427675,27.768360 -135.092742
60.156242 70.408048,8.747132 76.118281,-42.761098 79.987455,-84.637830 -145.143704,-34.732603 -105.816526,16.833791 -102.245174,68.109942 -94.370043,43.100570 103.312786,-8.467381 107.203719,-59.763776 112.833342,-68.703419 -82.567920,-17.583517 -74.466350,34.016883 -70.909394,84.231351 -35.054964,25.950141 134.924820,-25.649759 138.391895,-76.514287 151.796089,-51.792137 -47.889884,-0.380753 -43.353873,51.129249 -38.877452,76.957885 120.996888,8.747132 166.118281,-42.761098 169.987455,-84.637830 -55.143704,-34.732603 -15.816526,16.833791 -12.245174,68.109942 -4.370043,60.156242 160.408048,-8.467381 -162.796281,-59.763776 -157.166658,-68.703419 7.432080,-17.583517 15.533650,34.016883 19.090606,84.231351 54.945036,43.100570 -166.687214,-25.649759 -131.608105,-76.514287 -118.203911,-51.792137 42.110116,-0.380753 46.646127,51.129249 51.122548,76.957885 -149.003112,25.950141 -135.075180
58.357712 70.716005,6.925064 76.108984,-44.566467 80.078305,-83.192550 -135.071269,-32.921320 -105.777593,18.654520 -102.245024,69.891589 -93.614001,41.289121 103.394211,-10.288089 107.195288,-61.554091 113.177784,-66.925642 -81.902576,-15.764772 -74.467783,35.831937 -70.865731,85.505086 -20.702949,24.131329 134.938065,-27.464657 138.408441,-78.239135 154.036422,-49.992055 -47.731290,1.441314 -43.365325,52.934372 -38.703388,75.212252 122.831824,6.925064 166.108984,-44.566467 170.078305,-83.192550 -45.071269,-32.921320 -15.777593,18.654520 -12.245024,69.891589 -3.614001,58.357712 160.716005,-10.288089 -162.804712,-61.554091 -156.822216,-66.925642 8.097424,-15.764772 15.532217,35.831937 19.134269,85.505086 69.297051,41.289121 -166.605789,-27.464657 -131.591559,-78.239135 -115.963578,-49.992055 42.268710,1.441314 46.634675,52.934372 51.296612,75.212252 -147.168176,24.131329 -135.061935
56.557291 70.982033,5.102917 76.098795,-46.370606 80.182913,-81.609552 -128.685527,-31.109078 -105.745195,20.474843 -102.242170,71.667640 -92.694788,39.476703 103.464516,-12.108381 107.188190,-63.341954 113.579543,-65.143918 -81.344542,-13.945465 -74.471388,37.646161 -70.814204,86.305064 2.120176,22.311968 134.947448,-29.278712 138.429686,-79.937662 157.068849,-48.190556 -47.593096,3.263461 -43.376589,54.738065 -38.503361,73.453194 124.259881,5.102917 166.098795,-46.370606 170.182913,-81.609552 -38.685527,-31.109078 -15.745195,20.474843 -12.242170,71.667640 -2.694788,56.557291 160.982033,-12.108381 -162.811810,-63.341954 -156.420457,-65.143918 8.655458,-13.945465 15.528612,37.646161 19.185796,86.305064 92.120176,39.476703 -166.535484,-29.278712 -131.570314,-79.937662 -112.931151,-48.190556 42.406904,3.263461 46.623411,54.738065 51.496639,73.453194 -145.740119,22.311968 -135.052552
54.755165 71.212586,3.280743 76.087954,-48.173463 80.303134,-79.953603 -124.391381,-29.295913 -105.718653,22.294710 -102.236261,73.436459 -91.560626,37.663363 103.524934,-13.928207 107.182691,-65.127003 114.050949,-63.358898 -80.872406,-12.125643 -74.476871,39.459509 -70.753874,86.309251 30.334273,20.492105 134.953389,-31.091885 138.456176,-81.594123 161.348000,-46.387711 -47.472718,5.085635 -43.387436,56.540207 -38.273118,71.684453 125.396397,3.280743 166.087954,-48.173463 170.303134,-79.953603 -34.391381,-29.295913 -15.718653,22.294710 -12.236261,73.436459 -1.560626,54.755165 161.212586,-13.928207 -162.817309,-65.127003 -155.949051,-63.358898 9.127594,-12.125643 15.523129,39.459509 19.246126,86.309251 120.334273,37.663363 -166.475066,-31.091885 -131.543824,-81.594123 -108.652000,-46.387711 42.527282,5.085635 46.612564,56.540207 51.726882,71.684453 -144.603603,20.492105 -135.046611
52.951486 71.412879,1.458596 76.076693,-49.974975 80.441147,-78.255386 -121.349674,-27.481866 -105.697360,24.114076 -102.226912,75.195624 -90.135796,35.849148 103.576540,-15.747520 107.179067,-66.908761 114.608078,-61.571059 -80.470049,-10.305355 -74.483954,41.271936 -70.683668,85.515417 53.240738,18.671787 134.956269,-32.904137 138.488516,-83.178039 167.708012,-44.583584 -47.367971,6.907783 -43.397632,58.340645 -38.007454,69.908462 126.317376,1.458596 166.076693,-49.974975 170.441147,-78.255386 -31.349674,-27.481866 -15.697360,24.114076 -12.226912,75.195624 -0.135796,52.951486 161.412879,-15.747520 -162.820933,-66.908761 -155.391922,-61.571059 9.529951,-10.305355 15.516046,41.271936 19.316332,85.515417 143.240738,35.849148 -166.423460,-32.904137 -131.511484,-83.178039 -102.291988,-44.583584 42.632029,6.907783 46.602368,58.340645 51.992546,69.908462 -143.682624,18.671787 -135.043731
51.146376 71.587171,-0.363472 76.065241,-51.775072 80.599534,-76.530739 -119.103274,-25.666976 -105.680773,25.932893 -102.213706,76.941408 -88.305440,34.034101 103.620273,-17.566270 107.177612,-68.686579 115.272282,-59.780766 -80.125112,-8.484651 -74.492375,43.083395 -70.602356,84.244768 67.661221,16.851061 134.956443,-34.715429 138.527383,-84.625123 177.734391,-42.778226 -47.276997,8.729851 -43.406938,60.139194 -37.699930,68.126862 127.074775,-0.363472 166.065241,-51.775072 170.599534,-76.530739 -29.103274,-25.666976 -15.680773,25.932893 -12.213706,76.941408 1.694560,51.146376 161.587171,-17.566270 -162.822388,-68.686579 -154.727718,-59.780766 9.874888,-8.484651 15.507625,43.083395 19.397644,84.244768 157.661221,34.034101 -166.379727,-34.715429 -131.472617,-84.625123 -92.265609,-42.778226 42.723003,8.729851 46.593062,60.139194 52.300070,68.126862 -142.925225,16.851061 -135.043557
49.339937 71.738977,-2.185407 76.053828,-53.573668 80.781377,-74.788503 -117.388580,-23.851283 -105.668397,27.751118 -102.196187,78.667807 -85.887646,32.218267 103.656963,-19.384411 107.178639,-70.459570 116.072521,-57.988296 -79.827962,-6.663581 -74.501879,44.893833 -70.508516,82.743526 76.480559,15.029977 134.954239,-36.525723 138.573539,-85.791991 -165.813626,-40.971688 -47.198207,10.551788 -43.415111,61.935617 -37.342479,66.340797 127.705240,-2.185407 166.053828,-53.573668 170.781377,-74.788503 -27.388580,-23.851283 -15.668397,27.751118 -12.196187,78.667807 4.112354,49.339937 161.738977,-19.384411 -162.821361,-70.459570 -153.927479,-57.988296 10.172038,-6.663581 15.498121,44.893833 19.491484,82.743526 166.480559,32.218267 -166.343037,-36.525723 -131.426461,-85.791991 -75.813626,-40.971688 42.801793,10.551788 46.584889,61.935617 52.657521,66.340797 -142.294760,15.029977 -135.045761
47.532256 71.871224,-4.007157 76.042680,-55.370664 80.990386,-73.033951 -116.044988,-22.034829 -105.659787,29.568705 -102.173849,80.364582 -82.579428,30.401688 103.687346,-21.201898 107.182483,-72.226477 117.049030,-56.193865 -79.570982,-4.842196 -74.512224,46.703195 -70.400498,81.127886 82.157706,13.208584 134.949965,-38.334981 138.627844,-86.395543 -140.782616,-39.164013 -47.130227,12.373542 -43.421894,63.729611 -36.924860,64.551087 128.235325,-4.007157 166.042680,-55.370664 170.990386,-73.033951 -26.044988,-22.034829 -15.659787,29.568705 -12.173849,80.364582 7.420572,47.532256 161.871224,-21.201898 -162.817517,-72.226477 -152.950970,-56.193865 10.429018,-4.842196 15.487776,46.703195 19.599502,81.127886 172.157706,30.401688 -166.312654,-38.334981 -131.372156,-86.395543 -50.782616,-39.164013 42.869773,12.373542 46.578106,63.729611 53.075140,64.551087 -141.764675,13.208584 -135.050035
45.723407 71.986367,-5.828668 76.032030,-57.165935 81.231069,-71.270394 -114.969809,-20.217657 -105.654532,31.385611 -102.146135,82.013026 -77.846668,28.584408 103.712076,-23.018687 107.189507,-73.985487 118.259294,-54.397643 -79.348068,-3.020550 -74.523172,48.511420 -70.276373,79.450169 86.032166,11.386932 134.943907,-40.143162 138.691276,-86.160324 -113.146251,-37.355244 -47.071867,14.195060 -43.427021,65.520781 -36.433881,62.758332 128.684720,-5.828668 166.032030,-57.165935 171.231069,-71.270394 -24.969809,-20.217657 -15.654532,31.385611 -12.146135,82.013026 12.153332,45.723407 161.986367,-23.018687 -162.810493,-73.985487 -151.740706,-54.397643 10.651932,-3.020550 15.476828,48.511420 19.723627,79.450169 176.032166,28.584408 -166.287924,-40.143162 -131.308724,-86.160324 -23.146251,-37.355244 42.928133,14.195060 46.572979,65.520781 53.566119,62.758332 -141.315280,11.386932 -135.056093
43.913455 72.086485,-7.649889 76.022110,-58.959328 81.508961,-69.500008 -114.094626,-18.399810 -105.652256,33.201792 -102.112422,83.576024 -70.694069,26.766470 103.731738,-24.834734 107.200103,-75.733879 119.788158,-52.599766 -79.154276,-1.198693 -74.534492,50.318438 -70.133865,77.735707 88.810095,9.565073 134.936339,-41.950227 138.764952,-85.208286 -92.749545,-35.545420 -47.022089,16.016292 -43.430211,67.308603 -35.852255,60.962980 129.068325,-7.649889 166.022110,-58.959328 171.508961,-69.500008 -24.094626,-18.399810 -15.652256,33.201792 -12.112422,83.576024 19.305931,43.913455 162.086485,-24.834734 -162.799897,-75.733879 -150.211842,-52.599766 10.845724,-1.198693 15.465508,50.318438 19.866135,77.735707 178.810095,26.766470 -166.268262,-41.950227 -131.235048,-85.208286 -2.749545,-35.545420 42.977911,16.016292 46.569789,67.308603 54.147745,60.962980 -140.931675,9.565073 -135.063661
42.102458 72.173351,-9.470767 76.013162,-60.750650 81.830931,-67.724274 -113.372231,-16.581333 -105.652614,35.017205 -102.072014,84.973429 -59.230575,24.947918 103.746862,-26.649997 107.214701,-77.467420 121.765730,-50.800346 -78.985553,0.623321 -74.545955,52.124169 -69.970278,75.997871 90.881547,7.743058 134.927521,-43.756132 138.850157,-83.864431 -80.186286,-33.734581 -46.979981,17.837188 -43.431166,69.092369 -35.156890,59.165373 129.397619,-9.470767 166.013162,-60.750650 171.830931,-67.724274 -23.372231,-16.581333 -15.652614,35.017205 -12.072014,84.973429 30.769425,42.102458 162.173351,-26.649997 -162.785299,-77.467420 -148.234270,-50.800346 11.014447,0.623321 15.454045,52.124169 20.029722,75.997871 -179.118453,24.947918 -166.253138,-43.756132 -131.149843,-83.864431 9.813714,-33.734581 43.020019,17.837188 46.568834,69.092369 54.843110,59.165373 -140.602381,7.743058 -135.072479
40.290469 72.248485,-11.291252 76.005434,-62.539652 82.205616,-65.944229 -112.769061,-14.762273 -105.655281,36.831807 -102.024127,86.026690 -40.429250,23.128798 103.757925,-28.464435 107.233773,-79.179184 124.400700,-48.999473 -78.838548,2.445438 -74.557331,53.928518 -69.782384,74.244271 92.474829,5.920940 134.917703,-45.560829 138.948377,-82.331967 -72.407334,-31.922764 -46.944737,19.657699 -43.429568,70.871100 -34.316272,57.365775 129.681585,-11.291252 166.005434,-62.539652 172.205616,-65.944229 -22.769061,-14.762273 -15.655281,36.831807 -12.024127,86.026690 49.570750,40.290469 162.248485,-28.464435 -162.766227,-79.179184 -145.599300,-48.999473 11.161452,2.445438 15.442669,53.928518 20.217616,74.244271 -177.525171,23.128798 -166.242075,-45.560829 -131.051623,-82.331967 17.592666,-31.922764 43.055263,19.657699 46.570432,70.871100 55.683728,57.365775 -140.318415,5.920940 -135.082297
38.477537 72.313201,-13.111293 75.999184,-64.326016 82.644019,-64.160621 -112.260630,-12.942676 -105.659956,38.645554 -101.967873,86.418250 -13.495943,21.309155 103.765362,-30.278009 107.257837,-80.857155 128.045699,-47.197224 -78.710465,4.267607 -74.568394,55.731372 -69.566287,72.479513 93.730933,4.098772 134.907126,-47.364269 139.061340,-80.703589 -67.311826,-30.110009 -46.915645,21.477776 -43.425077,72.643410 -33.286284,55.564394 129.927352,-13.111293 165.999184,-64.326016 172.644019,-64.160621 -22.260630,-12.942676 -15.659956,38.645554 -11.967873,86.418250 76.504057,38.477537 162.313201,-30.278009 -162.742163,-80.857155 -141.954301,-47.197224 11.289535,4.267607 15.431606,55.731372 20.433713,72.479513 -176.269067,21.309155 -166.234638,-47.364269 -130.938660,-80.703589 22.688174,-30.110009 43.084355,21.477776 46.574923,72.643410 56.713716,55.564394 -140.072648,4.098772 -135.092874
36.663709 72.368639,-14.930843 75.994683,-66.109320 83.160381,-62.373997 -111.828672,-11.122591 -105.666354,40.458400 -101.902243,85.951374 12.895111,19.489035 103.769570,-32.090679 107.287472,-82.478913 133.331728,-45.393666 -78.598948,6.089773 -74.578911,57.532596 -69.317240,70.706535 94.741067,2.276606 134.896024,-49.166393 139.191072,-79.021762 -63.781232,-28.296353 -46.892067,23.297373 -43.417321,74.407276 -32.003353,53.761395 130.140651,-14.930843 165.994683,-66.109320 173.160381,-62.373997 -21.828672,-11.122591 -15.666354,40.458400 -11.902243,85.951374 102.895111,36.663709 162.368639,-32.090679 -162.712528,-82.478913 -136.668272,-45.393666 11.401052,6.089773 15.421089,57.532596 20.682760,70.706535 -175.258933,19.489035 -166.230430,-49.166393 -130.808928,-79.021762 26.218768,-28.296353 43.107933,23.297373 46.582679,74.407276 57.996647,53.761395 -139.859349,2.276606 -135.103976
34.849030 72.415797,-16.749851 75.992216,-67.889001 83.773454,-60.584767 -111.459293,-9.302068 -105.674206,42.270300 -101.826080,84.854629 30.889487,17.668487 103.770917,-33.902407 107.323320,-83.998942 141.446338,-43.588854 -78.502003,7.911883 -74.588647,59.332019 -69.029399,68.927287 95.566604,0.454495 134.884630,-50.967135 139.339964,-77.307579 -61.219103,-26.481836 -46.873431,25.116442 -43.405901,76.159643 -30.372681,51.956914 130.326141,-16.749851 165.992216,-67.889001 173.773454,-60.584767 -21.459293,-9.302068 -15.674206,42.270300 -11.826080,84.854629 120.889487,34.849030 162.415797,-33.902407 -162.676680,-83.998942 -128.553662,-43.588854 11.497997,7.911883 15.411353,59.332019 20.970601,68.927287 -174.433396,17.668487 -166.229083,-50.967135 -130.660036,-77.307579 28.780897,-26.481836 43.126569,25.116442 46.594099,76.159643 59.627319,51.956914 -139.673859,0.454495 -135.115370
33.033544 72.455553,-18.568271 75.992089,-69.664288 84.508426,-58.793244 -111.141739,-7.481156 -105.683255,44.081202 -101.738054,83.436446 41.839850,15.847557 103.769742,-35.713154 107.366103,-85.317341 154.604729,-41.782840 -78.417925,9.733886 -74.597359,61.129429 -68.695483,67.143109 96.250259,-1.367506 134.873172,-52.766416 139.510859,-75.572425 -59.290332,-24.666499 -46.859222,26.934939 -43.390377,77.895695 -28.247141,50.151060 130.487648,-18.568271 165.992089,-69.664288 174.508426,-58.793244 -21.141739,-7.481156 -15.683255,44.081202 -11.738054,83.436446 131.839850,33.033544 162.455553,-35.713154 -162.633897,-85.317341 -115.395271,-41.782840 11.582075,9.733886 15.402641,61.129429 21.304517,67.143109 -173.749741,15.847557 -166.230258,-52.766416 -130.489141,-75.572425 30.709668,-24.666499 43.140778,26.934939 46.609623,77.895695 61.752859,50.151060 -139.512352,-1.367506 -135.126828
31.217294 72.488682,-20.386058 75.994625,-71.434112 85.399898,-56.999670 -110.867560,-5.659906 -105.693252,45.891055 -101.636622,81.863107 48.706536,14.026297 103.766360,-37.522881 107.416636,-86.217268 175.831858,-39.975670 -78.345249,11.555728 -74.604798,62.924556 -68.306309,65.354950 96.822621,-3.189345 134.861876,-54.564144 139.707167,-73.822901 -57.795585,-22.850381 -46.848974,28.752817 -43.370268,79.607436 -25.387375,48.343927 130.628346,-20.386058 165.994625,-71.434112 175.399898,-56.999670 -20.867560,-5.659906 -15.693252,45.891055 -11.636622,81.863107 138.706536,31.217294 162.488682,-37.522881 -162.583364,-86.217268 -94.168142,-39.975670 11.654751,11.555728 15.395202,62.924556 21.693691,65.354950 -173.177379,14.026297 -166.233640,-54.564144 -130.292833,-73.822901 32.204415,-22.850381 43.151026,28.752817 46.629732,79.607436 64.612625,48.343927 -139.371654,-3.189345 -135.138124
29.400323 72.515873,-22.203165 76.000175,-73.196939 86.496664,-55.204233 -110.630027,-3.838371 -105.703958,47.699799 -101.519986,80.209020 53.274985,12.204755 103.761068,-39.331551 107.475842,-86.372716 -156.270538,-38.167387 -78.282707,13.377358 -74.610702,64.717050 -67.850126,63.563499 97.306149,-5.010970 134.850974,-56.360207 139.933014,-72.063062 -56.610028,-21.033526 -46.842261,30.570034 -43.345041,81.280730 -21.382284,46.535594 130.750890,-22.203165 166.000175,-73.196939 176.496664,-55.204233 -20.630027,-3.838371 -15.703958,47.699799 -11.519986,80.209020 143.274985,29.400323 162.515873,-39.331551 -162.524158,-86.372716 -66.270538,-38.167387 11.717293,13.377358 15.389298,64.717050 22.149874,63.563499 -172.693851,12.204755 -166.238932,-56.360207 -130.066986,-72.063062 33.389972,-21.033526 43.157739,30.570034 46.654959,81.280730 68.617716,46.535594 -139.249110,-5.010970 -135.149026
27.582675 72.537742,-24.019550 76.009117,-74.950512 87.869655,-53.407084 -110.423711,-2.016602 -105.715140,49.507368 -101.386037,78.508891 56.482966,10.382982 103.754146,-41.139122 107.544771,-85.702144 -131.964427,-36.358032 -78.229196,15.198725 -74.614798,66.506450 -67.311655,61.769265 97.717690,-6.832327 134.840697,-58.154464 140.193440,-70.295525 -55.651946,-19.215977 -46.838693,32.386546 -43.314102,82.888581 -15.483697,44.726130 130.857517,-24.019550 166.009117,-74.950512 177.869655,-53.407084 -20.423711,-2.016602 -15.715140,49.507368 -11.386037,78.508891 146.482966,27.582675 162.537742,-41.139122 -162.455229,-85.702144 -41.964427,-36.358032 11.770804,15.198725 15.385202,66.506450 22.688345,61.769265 -172.282310,10.382982 -166.245854,-58.154464 -129.806560,-70.295525 34.348054,-19.215977 43.161307,32.386546 46.685898,82.888581 74.516303,44.726130 -139.142483,-6.832327 -135.159303
25.764394 72.554842,-25.835170 76.021863,-76.691379 89.625706,-51.608344 -110.244186,-0.194652 -105.726567,51.313687 -101.232278,76.780351 58.836015,8.561031 103.745858,-42.945553 107.624630,-84.499750 -116.246441,-34.547644 -78.183750,17.019778 -74.616794,68.292140 -66.670670,59.972633 98.070123,-8.653366 134.831283,-59.946743 140.494671,-68.522041 -54.865795,-17.397777 -46.837910,34.202309 -43.276791,84.374791 -6.269253,42.915595 130.950131,-25.835170 166.021863,-76.691379 179.625706,-51.608344 -20.244186,-0.194652 -15.726567,51.313687 -11.232278,76.780351 148.836015,25.764394 162.554842,-42.945553 -162.375370,-84.499750 -26.246441,-34.547644 11.816250,17.019778 15.383206,68.292140 23.329330,59.972633 -171.929877,8.561031 -166.254142,-59.946743 -129.505329,-68.522041 35.134205,-17.397777 43.162090,34.202309 46.723209,84.374791 83.730747,42.915595 -139.049869,-8.653366 -135.168717
23.945523 72.567671,-27.649984 76.038865,-78.414023 91.932609,-49.808113 -110.087808,1.627426 -105.738010,53.118669 -101.055735,75.033120 60.622463,6.738953 103.736458,-44.750799 107.716809,-83.035663 -106.656855,-32.736261 -78.145518,18.840468 -74.616383,70.073274 -65.899844,58.173900 98.373458,-10.474033 134.822976,-61.736821 140.844487,-66.743825 -54.212592,-15.578973 -46.839579,36.017281 -43.232365,85.614108 8.836282,41.104044 131.030358,-27.649984 166.038865,-78.414023 -178.067391,-49.808113 -20.087808,1.627426 -15.738010,53.118669 -11.055735,75.033120 150.622463,23.945523 162.567671,-44.750799 -162.283191,-83.035663 -16.656855,-32.736261 11.854482,18.840468 15.383617,70.073274 24.100156,58.173900 -171.626542,6.738953 -166.263542,-61.736821 -129.155513,-66.743825 35.787408,-15.578973 43.160421,36.017281 46.767635,85.614108 98.836282,41.104044 -138.969642,-10.474033 -135.177024
