-0.121097 -95.055183,39.989112 -92.038857,79.421930 -75.469562,59.900058 78.755107,19.960339 83.650109,-20.187454 86.270801,-60.019052 91.179640,-79.460942 -114.703090,-40.173201 -98.076082,13.269173 -64.202055,53.281501 -60.234965,85.118616 67.836185,46.643028 111.152421,6.574505 114.539162,-33.523770 117.328369,-73.092472 126.832990,-66.583138 -73.355553,-26.861205 -66.863853,26.645556 -33.248300,66.489447 -26.777126,73.025457 133.122415,33.322540 142.594531,-6.815005 145.380887,-46.807508 148.774357,-85.128009 -167.810957,-53.424185 -39.885445,-13.504619 -35.908727,39.989112 -2.038857,79.421930 14.530438,59.900058 168.755107,19.960339 173.650109,-20.187454 176.270801,-60.019052 -178.820360,-79.460942 -24.703090,-40.173201 -8.076082,-0.121097 -5.055183,53.281501 29.765035,85.118616 157.836185,46.643028 -158.847579,6.574505 -155.460838,-33.523770 -152.671631,-73.092472 -143.167010,-66.583138 16.644447,-26.861205 23.136147,13.269173 25.797945,66.489447 63.222874,73.025457 -136.877585,33.322540 -127.405469,-6.815005 -124.619113,-46.807508 -121.225643,-85.128009 -77.810957,-53.424185 50.114555,-13.504619 54.091273,26.645556 56.751700
-14.299900 72.438746,-54.209856 76.504241,-84.564304 -149.595226,-46.019266 -112.193158,-6.018983 -108.853246,34.116072 -106.045494,73.796705 -96.039273,65.707759 63.555400,25.850782 69.787355,-27.654299 103.403887,-67.361017 110.154459,-72.322760 -89.799003,-32.731953 -80.780459,7.370892 -78.011383,47.433505 -74.568473,85.616586 -23.753130,52.492828 96.848199,12.473021 100.731679,-40.963143 134.639072,-80.196702 152.758125,-59.235999 -54.509635,-19.393007 -49.737439,20.755859 -47.116261,60.685620 -42.076496,78.675910 113.315615,39.196784 128.599667,-0.917434 131.582216,-54.209856 166.504241,-84.564304 -59.595226,-46.019266 -22.193158,-6.018983 -18.853246,34.116072 -16.045494,73.796705 -6.039273,65.707759 153.555400,25.850782 159.787355,-14.299900 162.438746,-67.361017 -159.845541,-72.322760 0.200997,-32.731953 9.219541,7.370892 11.988617,47.433505 15.431527,85.616586 66.246870,52.492828 -173.151801,12.473021 -169.268321,-27.654299 -166.596113,-80.196702 -117.241875,-59.235999 35.490365,-19.393007 40.262561,20.755859 42.883739,60.685620 47.923504,78.675910 -156.684385,39.196784 -141.400333,-0.917434 -138.417784,-40.963143 -135.360928
-16.119101 72.435540,-56.006257 76.723898,-83.108793 -139.784651,-44.214883 -112.091366,-4.197500 -108.863831,35.931082 -106.001423,75.553495 -94.542602,63.916911 64.054958,24.031938 69.800376,-29.468263 103.425654,-69.137705 110.850123,-70.556230 -88.811406,-30.919612 -80.748703,9.192932 -78.020425,49.241252 -74.437220,86.347032 -0.025755,50.687371 97.016468,10.651279 100.724980,-42.769686 134.717809,-81.844494 157.290711,-57.442912 -54.225426,-17.574868 -49.736399,22.575652 -47.109846,62.481340 -41.701952,76.949623 115.736780,37.383306 128.658658,-2.739319 131.570859,-56.006257 166.723898,-83.108793 -49.784651,-44.214883 -22.091366,-4.197500 -18.863831,35.931082 -16.001423,75.553495 -4.542602,63.916911 154.054958,24.031938 159.800376,-16.119101 162.435540,-69.137705 -159.149877,-70.556230 1.188594,-30.919612 9.251297,9.192932 11.979575,49.241252 15.562780,86.347032 89.974245,50.687371 -172.983532,10.651279 -169.275020,-29.468263 -166.574346,-81.844494 -112.709289,-57.442912 35.774574,-17.574868 40.263601,22.575652 42.890154,62.481340 48.298048,76.949623 -154.263220,37.383306 -141.341342,-2.739319 -138.429141,-42.769686 -135.282191
-17.937731 72.434566,-57.800883 76.977056,-81.520582 -133.545255,-42.409281 -112.003003,-2.375773 -108.874938,37.745259 -105.949441,77.295907 -92.609948,62.123192 64.479565,22.212549 69.809561,-31.281342 103.452726,-70.909286 111.690793,-68.783536 -88.002704,-29.106353 -80.722737,11.014827 -78.028269,51.047760 -74.286552,86.259040 28.123971,48.880609 97.163047,8.829351 100.716876,-44.575050 134.808721,-83.412759 164.087404,-55.647920 -53.979390,-15.756121 -49.737843,24.394936 -47.099930,64.274522 -41.263587,75.203914 117.569418,35.568959 128.708990,-4.561001 131.559838,-57.800883 166.977056,-81.520582 -43.545255,-42.409281 -22.003003,-2.375773 -18.874938,37.745259 -15.949441,77.295907 -2.609948,62.123192 154.479565,22.212549 159.809561,-17.937731 162.434566,-70.909286 -158.309207,-68.783536 1.997296,-29.106353 9.277263,11.014827 11.971731,51.047760 15.713448,86.259040 118.123971,48.880609 -172.836953,8.829351 -169.283124,-31.281342 -166.547274,-83.412759 -105.912596,-55.647920 36.020610,-15.756121 40.262157,24.394936 42.900070,64.274522 48.736413,75.203914 -152.430582,35.568959 -141.291010,-4.561001 -138.440162,-44.575050 -135.191279
-19.755742 72.436140,-59.593567 77.269682,-79.861721 -129.336511,-40.602507 -111.926526,-0.553855 -108.886334,39.558558 -105.888601,79.017278 -90.040293,60.327008 64.842781,20.392660 69.815325,-33.093495 103.485715,-72.674387 112.720400,-67.005955 -87.331902,-27.292216 -80.701961,12.836525 -78.034657,52.852945 -74.113573,85.399327 50.102026,47.072625 97.290730,7.007288 100.707625,-46.379183 134.913399,-84.828866 174.895869,-53.851181 -53.765808,-13.936811 -49.741458,26.213665 -47.086089,66.064737 -40.747103,73.444803 118.995856,33.753788 128.751584,-6.382429 131.549385,-59.593567 167.269682,-79.861721 -39.336511,-40.602507 -21.926526,-0.553855 -18.886334,39.558558 -15.888601,79.017278 -0.040293,60.327008 154.842781,20.392660 159.815325,-19.755742 162.436140,-72.674387 -157.279600,-67.005955 2.668098,-27.292216 9.298039,12.836525 11.965343,52.852945 15.886427,85.399327 140.102026,47.072625 -172.709270,7.007288 -169.292375,-33.093495 -166.514285,-84.828866 -95.104131,-53.851181 36.234192,-13.936811 40.258542,26.213665 42.913911,66.064737 49.252897,73.444803 -151.004144,33.753788 -141.248416,-6.382429 -138.450615,-46.379183 -135.086601
-21.573090 72.440604,-61.384100 77.609214,-78.161737 -126.347719,-38.794605 -111.860602,1.268202 -108.897792,41.370934 -105.817821,80.706100 -86.495062,58.528669 65.155112,18.572318 69.818049,-34.904685 103.525307,-74.431002 114.002197,-65.224395 -86.769533,-25.477240 -80.685836,14.657975 -78.039319,54.656706 -73.914802,84.095844 63.785122,45.263490 97.401870,5.185143 100.697472,-48.182034 135.033698,-85.930948 -167.373572,-52.052825 -53.580032,-12.116987 -49.746949,28.031794 -47.067860,67.851411 -40.133664,71.676023 120.131191,31.937836 128.787255,-8.203551 131.539735,-61.384100 167.609214,-78.161737 -36.347719,-38.794605 -21.860602,1.268202 -18.897792,41.370934 -15.817821,80.706100 3.504938,58.528669 155.155112,18.572318 159.818049,-21.573090 162.440604,-74.431002 -155.997803,-65.224395 3.230467,-25.477240 9.314164,14.657975 11.960681,54.656706 16.085198,84.095844 153.785122,45.263490 -172.598130,5.185143 -169.302528,-34.904685 -166.474693,-85.930948 -77.373572,-52.052825 36.419968,-12.116987 40.253051,28.031794 42.932140,67.851411 49.866336,71.676023 -149.868809,31.937836 -141.212745,-8.203551 -138.460265,-48.182034 -134.966302
-23.389731 72.448324,-63.172210 78.005047,-76.435943 -124.135957,-36.985617 -111.804076,3.090344 -108.909084,43.182338 -105.735863,82.341004 -81.370235,56.728418 65.424824,16.751572 69.818085,-36.714872 103.572272,-76.176101 115.630404,-63.439511 -86.293902,-23.661466 -80.673874,16.479127 -78.041970,56.458920 -73.686027,82.578774 72.183949,43.453267 97.498463,3.362969 100.686655,-49.983539 135.171802,-86.416656 -141.256722,-50.252954 -53.418239,-10.296697 -49.754039,29.849279 -47.044730,69.633766 -39.397951,69.900001 121.051283,30.121146 128.816724,-10.024315 131.531131,-63.172210 168.005047,-76.435943 -34.135957,-36.985617 -21.804076,3.090344 -18.909084,43.182338 -15.735863,82.341004 8.629765,56.728418 155.424824,16.751572 159.818085,-23.389731 162.448324,-76.176101 -154.369596,-63.439511 3.706098,-23.661466 9.326126,16.479127 11.958030,56.458920 16.313973,82.578774 162.183949,43.453267 -172.501537,3.362969 -169.313345,-36.714872 -166.427728,-86.416656 -51.256722,-50.252954 36.581761,-10.296697 40.245961,29.849279 42.955270,69.633766 50.602049,69.900001 -148.948717,30.121146 -141.183276,-10.024315 -138.468869,-49.983539 -134.828198
-25.205621 72.459702,-64.957545 78.469213,-74.692922 -122.445015,-35.175583 -111.755935,4.912517 -108.919980,44.992719 -105.641293,83.878836 -73.530002,54.926448 65.658506,14.930469 69.815760,-38.524019 103.627483,-77.904909 117.751067,-61.651791 -85.888686,-21.844935 -80.665633,18.299930 -78.042307,58.259439 -73.422090,80.954858 77.624594,41.642012 97.582212,1.540820 100.675408,-51.783629 135.330293,-86.051617 -114.274874,-48.451655 -53.277260,-8.475991 -49.762465,31.666076 -47.016132,71.410715 -38.505152,68.118378 121.808001,28.303762 128.840634,-11.844671 131.523824,-64.957545 168.469213,-74.692922 -32.445015,-35.175583 -21.755935,4.912517 -18.919980,44.992719 -15.641293,83.878836 16.469998,54.926448 155.658506,14.930469 159.815760,-25.205621 162.459702,-77.904909 -152.248933,-61.651791 4.111314,-21.844935 9.334367,18.299930 11.957693,58.259439 16.577910,80.954858 167.624594,41.642012 -172.417788,1.540820 -169.324592,-38.524019 -166.372517,-86.051617 -24.274874,-48.451655 36.722740,-8.475991 40.237535,31.666076 42.983868,71.410715 51.494848,68.118378 -148.191999,28.303762 -141.159366,-11.844671 -138.476176,-51.783629 -134.669707
-27.020719 72.475175,-66.739640 79.017376,-72.937804 -121.118350,-33.364541 -111.715291,6.734670 -108.930248,46.802021 -105.532448,85.225068 -60.836889,53.122910 65.861478,13.109061 69.811381,-40.332086 103.691931,-79.609509 120.601396,-59.861603 -85.541383,-20.027690 -80.660706,20.120335 -78.040007,60.058077 -73.116615,79.272398 81.358701,39.829779 97.654581,-0.281253 100.663960,-53.582218 135.512256,-85.019477 -95.250455,-46.649002 -53.154445,-6.654919 -49.771974,33.482141 -46.981433,73.180709 -37.406132,66.332294 122.437933,26.485726 128.859563,-13.664568 131.518077,-66.739640 169.017376,-72.937804 -31.118350,-33.364541 -21.715291,6.734670 -18.930248,46.802021 -15.532448,85.225068 29.163111,53.122910 155.861478,13.109061 159.811381,-27.020719 162.475175,-79.609509 -149.398604,-59.861603 4.458617,-20.027690 9.339294,20.120335 11.959993,60.058077 16.883385,79.272398 171.358701,39.829779 -172.345419,-0.281253 -169.336040,-40.332086 -166.308069,-85.019477 -5.250455,-46.649002 36.845555,-6.654919 40.228026,33.482141 43.018567,73.180709 52.593868,66.332294 -147.562067,26.485726 -141.140437,-13.664568 -138.481923,-53.582218 -134.487744
-28.834984 72.495222,-68.517866 79.670304,-71.173826 -120.055628,-31.552529 -111.681359,8.556748 -108.939649,48.610182 -105.407380,86.172089 -40.208359,51.317932 66.038079,11.287396 69.805233,-42.139031 103.766749,-81.275925 124.587985,-58.069226 -85.242254,-18.209775 -80.658722,21.940295 -78.034722,61.854602 -72.761618,77.555001 84.048205,38.016615 97.716837,-2.103196 100.652540,-55.379206 135.721404,-83.636906 -83.615412,-44.845057 -53.047555,-4.833534 -49.782323,35.297432 -46.939924,74.941465 -36.029380,64.542568 122.967592,24.667084 128.874030,-15.483958 131.514163,-68.517866 169.670304,-71.173826 -30.055628,-31.552529 -21.681359,8.556748 -18.939649,48.610182 -15.407380,86.172089 49.791641,51.317932 156.038079,11.287396 159.805233,-28.834984 162.495222,-81.275925 -145.412015,-58.069226 4.757746,-18.209775 9.341278,21.940295 11.965278,61.854602 17.238382,77.555001 174.048205,38.016615 -172.283163,-2.103196 -169.347460,-42.139031 -166.233251,-83.636906 6.384588,-44.845057 36.952445,-4.833534 40.217677,35.297432 43.060076,74.941465 53.970620,64.542568 -147.032408,24.667084 -141.125970,-15.483958 -138.485837,-55.379206 -134.278596
-30.648376 72.520375,-70.291362 80.456102,-69.403115 -119.189862,-29.739587 -111.653443,10.378700 -108.947940,50.417131 -105.263795,86.390748 -12.392814,49.511615 66.191887,9.465527 69.797591,-43.944812 103.853241,-82.877536 130.448957,-56.274879 -84.983602,-16.391235 -80.659335,23.759762 -78.026074,63.648714 -72.346973,75.815228 86.060934,36.202567 97.770081,-3.924955 100.641375,-57.174469 135.962250,-82.085366 -76.356953,-43.039874 -52.954690,-3.011886 -49.793273,37.111905 -46.890806,76.689491 -34.267037,62.749800 123.416642,22.847880 128.884505,-17.302792 131.512375,-70.291362 170.456102,-69.403115 -29.189862,-29.739587 -21.653443,10.378700 -18.947940,50.417131 -15.263795,86.390748 77.607186,49.511615 156.191887,9.465527 159.797591,-30.648376 162.520375,-82.877536 -139.551043,-56.274879 5.016398,-16.391235 9.340665,23.759762 11.973926,63.648714 17.653027,75.815228 176.060934,36.202567 -172.229919,-3.924955 -169.358625,-43.944812 -166.146759,-82.085366 13.643047,-43.039874 37.045310,-3.011886 40.206727,37.111905 43.109194,76.689491 55.732963,62.749800 -146.583358,22.847880 -141.115495,-17.302792 -138.487625,-57.174469 -134.037750
-32.460857 72.551224,-72.058915 81.413722,-67.627121 -118.474750,-27.925752 -111.630919,12.200473 -108.954867,52.222789 -105.098969,85.766655 12.553923,47.704049 66.325880,7.643506 69.788712,-45.749381 103.952916,-84.359105 139.583801,-54.478734 -84.759265,-14.572117 -80.662226,25.578690 -78.013655,65.440021 -71.859641,74.060283 87.613459,34.387679 97.815279,-5.746478 100.630697,-58.967853 136.240334,-80.446711 -71.558625,-41.233504 -52.874224,-1.190028 -49.804595,38.925515 -46.833174,78.419201 -31.949418,60.954436 123.799964,21.028160 128.891418,-19.121025 131.513022,-72.058915 171.413722,-67.627121 -28.474750,-27.925752 -21.630919,12.200473 -18.954867,52.222789 -15.098969,85.766655 102.553923,47.704049 156.325880,7.643506 159.788712,-32.460857 162.551224,-84.359105 -130.416199,-54.478734 5.240735,-14.572117 9.337774,25.578690 11.986345,65.440021 18.140359,74.060283 177.613459,34.387679 -172.184721,-5.746478 -169.369303,-45.749381 -166.047084,-80.446711 18.441375,-41.233504 37.125776,-1.190028 40.195405,38.925515 43.166826,78.419201 58.050582,60.954436 -146.200036,21.028160 -141.108582,-19.121025 -138.486978,-58.967853 -133.759666
-34.272388 72.588427,-73.818775 82.598662,-65.846865 -117.877321,-26.111064 -111.613228,14.022015 -108.960163,54.027060 -104.909641,84.583646 28.845059,45.895308 66.442553,5.821383 69.778846,-47.552686 104.067531,-85.597943 154.524577,-52.680930 -84.564252,-12.752467 -80.667095,27.397033 -77.997013,67.228008 -71.282551,72.294550 88.840223,32.571994 97.853281,-7.567712 100.620740,-60.759164 136.562533,-78.758842 -68.207813,-39.425991 -52.804756,0.631986 -49.816057,40.738219 -46.765997,80.121157 -28.796077,59.156819 124.129023,19.207971 128.895162,-20.938609 131.516436,-73.818775 172.598662,-65.846865 -27.877321,-26.111064 -21.613228,14.022015 -18.960163,54.027060 -14.909641,84.583646 118.845059,45.895308 156.442553,5.821383 159.778846,-34.272388 162.588427,-85.597943 -115.475423,-52.680930 5.435748,-12.752467 9.332905,27.397033 12.002987,67.228008 18.717449,72.294550 178.840223,32.571994 -172.146719,-7.567712 -169.379260,-47.552686 -165.932469,-78.758842 21.792187,-39.425991 37.195244,0.631986 40.183943,40.738219 43.234003,80.121157 61.203923,59.156819 -145.870977,19.207971 -141.104838,-20.938609 -138.483564,-60.759164 -133.437467
-36.082929 72.632725,-75.568327 84.092557,-64.063079 -117.373494,-24.295564 -111.599865,15.843277 -108.963549,55.829829 -104.691875,83.124337 38.756189,44.085458 66.544019,3.999214 69.768234,-49.354669 104.199147,-86.338932 177.984402,-50.881577 -84.394475,-10.932334 -80.673657,29.214748 -77.975656,69.011976 -70.592923,70.520838 89.828583,30.755557 97.884839,-9.388607 100.611742,-62.548155 136.937492,-77.040836 -65.760925,-37.617378 -52.745070,2.454104 -49.827433,42.549968 -46.688094,81.778298 -24.316805,57.357212 124.412791,17.387361 128.896098,-22.755502 131.522976,-75.568327 174.092557,-64.063079 -27.373494,-24.295564 -21.599865,15.843277 -18.963549,55.829829 -14.691875,83.124337 128.756189,44.085458 156.544019,3.999214 159.768234,-36.082929 162.632725,-86.338932 -92.015598,-50.881577 5.605525,-10.932334 9.326343,29.214748 12.024344,69.011976 19.407077,70.520838 179.828583,30.755557 -172.115161,-9.388607 -169.388258,-49.354669 -165.800853,-77.040836 24.239075,-37.617378 37.254930,2.454104 40.172567,42.549968 43.311906,81.778298 65.683195,57.357212 -145.587209,17.387361 -141.103902,-22.755502 -138.477024,-62.548155 -133.062508
-37.892444 72.684951,-77.303522 86.020112,-62.276303 -116.945281,-22.479293 -111.590372,17.664207 -108.964730,57.630959 -104.440871,81.530267 45.043921,42.274558 66.632075,2.177049 69.757111,-51.155262 104.350197,-86.272399 -153.952693,-49.080768 -84.246554,-9.111767 -80.681646,31.031790 -77.949035,70.790960 -69.759695,68.741020 90.637544,28.938410 97.910621,-11.209111 100.603954,-64.334505 137.376229,-75.303114 -63.909800,-35.807705 -52.694107,4.276273 -49.838493,44.360712 -46.598104,83.357198 -17.604669,55.555823 124.658392,15.566377 128.894562,-24.571659 131.533029,-77.303522 176.020112,-62.276303 -26.945281,-22.479293 -21.590372,17.664207 -18.964730,57.630959 -14.440871,81.530267 135.043921,42.274558 156.632075,2.177049 159.757111,-37.892444 162.684951,-86.272399 -63.952693,-49.080768 5.753446,-9.111767 9.318354,31.031790 12.050965,70.790960 20.240305,68.741020 -179.362456,28.938410 -172.089379,-11.209111 -169.396046,-51.155262 -165.649803,-75.303114 26.090200,-35.807705 37.305893,4.276273 40.161507,44.360712 43.401896,83.357198 72.395331,55.555823 -145.341608,15.566377 -141.105438,-24.571659 -138.466971,-64.334505 -132.623771
-39.700893 72.746052,-79.017765 88.580429,-60.486940 -116.578986,-20.662292 -111.584332,19.484756 -108.963389,59.430278 -104.150715,79.864717 49.276886,40.462661 66.708264,0.354944 69.745707,-52.954385 104.523577,-85.433500 -131.815043,-47.278580 -84.117670,-7.290817 -80.690805,32.848116 -77.916543,72.563598 -68.739443,66.956387 91.308301,27.120597 97.931228,-13.029174 100.597631,-66.117793 137.893003,-73.551778 -62.469591,-33.997010 -52.650940,6.098438 -49.849007,46.170397 -46.494449,84.786486 -6.931822,53.752817 124.871548,13.745069 128.890866,-26.387038 131.547019,-79.017765 178.580429,-60.486940 -26.578986,-20.662292 -21.584332,19.484756 -18.963389,59.430278 -14.150715,79.864717 139.276886,40.462661 156.708264,0.354944 159.745707,-39.700893 162.746052,-85.433500 -41.815043,-47.278580 5.882330,-7.290817 9.309195,32.848116 12.083457,72.563598 21.260557,66.956387 -178.691699,27.120597 -172.068772,-13.029174 -169.402369,-52.954385 -165.476423,-73.551778 27.530409,-33.997010 37.349060,6.098438 40.150993,46.170397 43.505551,84.786486 83.068178,53.752817 -145.128452,13.745069 -141.109134,-26.387038 -138.452981,-66.117793 -132.106997
-41.508234 72.817110,-80.699687 92.108187,-58.695300 -116.264003,-18.844606 -111.581361,21.304877 -108.959188,61.227571 -103.814037,78.157695 52.278391,38.649816 66.773918,-1.467050 69.734251,-54.751945 104.722766,-84.145268 -117.966992,-45.475079 -84.005451,-5.469535 -80.700887,34.663682 -77.877498,74.327901 -67.469674,65.167855 91.870440,25.302161 97.947196,-14.848746 100.593045,-67.897455 138.506590,-71.790607 -61.323684,-32.185333 -52.614748,7.920549 -49.858739,47.978964 -46.375287,85.906512 10.616297,51.948329 125.056915,11.923489 128.885305,-28.201598 131.565412,-80.699687 -177.891813,-58.695300 -26.264003,-18.844606 -21.581361,21.304877 -18.959188,61.227571 -13.814037,78.157695 142.278391,38.649816 156.773918,-1.467050 159.734251,-41.508234 162.817110,-84.145268 -27.966992,-45.475079 5.994549,-5.469535 9.299113,34.663682 12.122502,74.327901 22.530326,65.167855 -178.129560,25.302161 -172.052804,-14.848746 -169.406955,-54.751945 -165.277234,-71.790607 28.676316,-32.185333 37.385252,7.920549 40.141261,47.978964 43.624713,85.906512 100.616297,51.948329 -144.943085,11.923489 -141.114695,-28.201598 -138.434588,-67.897455 -131.493410
-43.314427 72.899366,-82.328229 97.198984,-56.901619 -115.991987,-17.026279 -111.581105,23.124521 -108.951759,63.022564 -103.421533,76.424716 54.497039,36.836072 66.830192,-3.288879 69.722972,-56.547826 104.951973,-82.639883 -109.460704,-43.670323 -83.907887,-3.647973 -80.711654,36.478445 -77.831133,76.080874 -65.857364,63.376092 92.345735,23.483148 97.959015,-16.667780 100.590481,-69.672719 139.242215,-70.022053 -60.395272,-30.372711 -52.584806,9.742551 -49.867446,49.786345 -46.238453,86.414807 36.667986,50.142469 125.218316,10.101685 128.878154,-30.015300 131.588718,-82.328229 -172.801016,-56.901619 -25.991987,-17.026279 -21.581105,23.124521 -18.951759,63.022564 -13.421533,76.424716 144.497039,36.836072 156.830192,-3.288879 159.722972,-43.314427 162.899366,-82.639883 -19.460704,-43.670323 6.092113,-3.647973 9.288346,36.478445 12.168867,76.080874 24.142636,63.376092 -177.654265,23.483148 -172.040985,-16.667780 -169.409519,-56.547826 -165.048027,-70.022053 29.604728,-30.372711 37.415194,9.742551 40.132554,49.786345 43.761547,86.414807 126.667986,50.142469 -144.781684,10.101685 -141.121846,-30.015300 -138.411282,-69.672719 -130.757785
-45.119425 72.994252,-83.860998 104.969654,-55.106085 -115.756289,-15.207357 -111.583236,24.943643 -108.940705,64.814902 -102.961286,74.674461 56.191749,35.021472 66.878098,-5.110491 69.712098,-58.341886 105.216349,-81.025853 -103.953293,-41.864362 -83.823262,-1.826183 -80.722872,38.292362 -77.776584,77.817802 -63.758410,61.581591 92.750553,21.663603 97.967125,-18.486228 100.590241,-71.442513 140.134534,-68.247770 -59.631868,-28.559183 -52.560465,11.564392 -49.874878,51.592464 -46.081384,86.066646 63.870083,48.335330 125.358922,8.279711 128.869678,-31.828103 131.617507,-83.860998 -165.030346,-55.106085 -25.756289,-15.207357 -21.583236,24.943643 -18.940705,64.814902 -12.961286,74.674461 146.191749,35.021472 156.878098,-5.110491 159.712098,-45.119425 162.994252,-81.025853 -13.953293,-41.864362 6.176738,-1.826183 9.277128,38.292362 12.223416,77.817802 26.241590,61.581591 -177.249447,21.663603 -172.032875,-18.486228 -169.409759,-58.341886 -164.783651,-68.247770 30.368132,-28.559183 37.439535,11.564392 40.125122,51.592464 43.918616,86.066646 153.870083,48.335330 -144.641078,8.279711 -141.130322,-31.828103 -138.382493,-71.442513 -129.865466
-46.923177 73.103434,-85.205476 117.518191,-53.308846 -115.551543,-13.387887 -111.587446,26.762196 -108.925592,66.604117 -102.417789,72.912113 57.520435,33.206060 66.918522,-6.931832 69.701861,-60.133945 105.522263,-79.352344 -100.176142,-40.057244 -83.750100,-0.004217 -80.734311,40.105387 -77.712866,79.530883 -60.938916,59.784727 93.097428,19.843573 97.971933,-20.304044 100.592649,-73.205303 141.232425,-66.468907 -58.996467,-26.744789 -52.541147,13.386021 -49.880774,53.397231 -45.901021,85.039165 83.133583,46.526991 125.481385,6.457618 128.860129,-33.639970 131.652412,-85.205476 -152.481809,-53.308846 -25.551543,-13.387887 -21.587446,26.762196 -18.925592,66.604117 -12.417789,72.912113 147.520435,33.206060 156.918522,-6.931832 159.701861,-46.923177 163.103434,-79.352344 -10.176142,-40.057244 6.249900,-0.004217 9.265689,40.105387 12.287134,79.530883 29.061084,59.784727 -176.902572,19.843573 -172.028067,-20.304044 -169.407351,-60.133945 -164.477737,-66.468907 31.003533,-26.744789 37.458853,13.386021 40.119226,53.397231 44.098979,85.039165 173.133583,46.526991 -144.518615,6.457618 -141.139871,-33.639970 -138.347588,-73.205303 -128.767575
-48.725629 73.228858,-86.158797 137.893849,-51.510023 -115.373371,-11.567917 -111.593449,28.580135 -108.905940,68.389582 -101.770494,71.140936 58.584165,31.389881 66.952250,-8.752851 69.692501,-61.923778 105.877685,-77.643361 -97.457486,-38.249010 -83.687126,1.817871 -80.745743,41.917475 -77.638853,81.206358 -56.998197,57.985789 93.396118,18.023104 97.973810,-22.121183 100.598055,-74.958825 142.606948,-64.686283 -58.462267,-24.929568 -52.526327,15.207386 -49.884860,55.200539 -45.693681,83.654115 94.898393,44.717522 125.587942,4.635459 128.849751,-35.450861 131.694143,-86.158797 -132.106151,-51.510023 -25.373371,-11.567917 -21.593449,28.580135 -18.905940,68.389582 -11.770494,71.140936 148.584165,31.389881 156.952250,-8.752851 159.692501,-48.725629 163.228858,-77.643361 -7.457486,-38.249010 6.312874,1.817871 9.254257,41.917475 12.361147,81.206358 33.001803,57.985789 -176.603882,18.023104 -172.026190,-22.121183 -169.401945,-61.923778 -164.122315,-64.686283 31.537733,-24.929568 37.473673,15.207386 40.115140,55.200539 44.306319,83.654115 -175.101607,44.717522 -144.412058,4.635459 -141.150249,-35.450861 -138.305857,-74.958825 -127.393052
-50.526715 73.372818,-86.396024 165.522253,-49.709713 -115.218165,-9.747496 -111.600969,30.397417 -108.881223,70.170437 -100.991600,69.363079 59.450338,29.572977 66.979978,-10.573497 69.684262,-63.711093 106.292720,-75.911667 -95.424103,-36.439702 -83.633229,3.640028 -80.756940,43.728576 -77.553251,82.818057 -51.208886,56.185001 93.654331,16.202245 97.973101,-23.937601 100.606835,-76.699620 144.365160,-62.900499 -58.009397,-23.113561 -52.515532,17.028437 -49.886846,57.002259 -45.454891,82.097230 102.219079,42.906982 125.680493,2.813286 128.838780,-37.260739 131.743499,-86.396024 -104.477747,-49.709713 -25.218165,-9.747496 -21.600969,30.397417 -18.881223,70.170437 -10.991600,69.363079 149.450338,29.572977 156.979978,-10.573497 159.684262,-50.526715 163.372818,-75.911667 -5.424103,-36.439702 6.366771,3.640028 9.243060,43.728576 12.446749,82.818057 38.791114,56.185001 -176.345669,16.202245 -172.026899,-23.937601 -169.393165,-63.711093 -163.707280,-62.900499 31.990603,-23.113561 37.484468,17.028437 40.113154,57.002259 44.545109,82.097230 -167.780921,42.906982 -144.319507,2.813286 -141.161220,-37.260739 -138.256501,-76.699620 -125.634840
-52.326362 73.538039,-85.794209 -169.428980,-47.907998 -115.082924,-7.926674 -111.609748,32.213997 -108.850855,71.945479 -100.042595,67.580007 60.165494,27.755391 67.002327,-12.393720 69.677397,-65.495506 106.780376,-74.164563 -93.856370,-34.629360 -83.587439,5.462201 -80.767671,45.538637 -77.454562,84.311711 -42.189565,54.382543 93.878238,14.381045 97.970125,-25.753257 100.619401,-78.422160 146.675230,-61.112001 -57.622825,-21.296810 -52.508332,18.849125 -49.886423,58.802232 -45.179161,80.452098 107.048061,41.095427 125.760664,0.991154 128.827448,-39.069564 131.801386,-85.794209 -79.428980,-47.907998 -25.082924,-7.926674 -21.609748,32.213997 -18.850855,71.945479 -10.042595,67.580007 150.165494,27.755391 157.002327,-12.393720 159.677397,-52.326362 163.538039,-74.164563 -3.856370,-34.629360 6.412561,5.462201 9.232329,45.538637 12.545438,84.311711 47.810435,54.382543 -176.121762,14.381045 -172.029875,-25.753257 -169.380599,-65.495506 -163.219624,-61.112001 32.377175,-21.296810 37.491668,18.849125 40.113577,58.802232 44.820839,80.452098 -162.951939,41.095427 -144.239336,0.991154 -141.172552,-39.069564 -138.198614,-78.422160 -123.324770
