-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
-57.072113 -121.549726,-24.483765 -117.637663,8.352170 -115.478295,41.151837 -112.869648,73.568285 -103.754137,73.072340 52.130062,40.642670 60.916113,7.840220 63.501597,-24.993930 65.666998,-57.576234 69.649099,-86.410283 158.035781,-46.252940 -89.753169,-13.552912 -86.869012,19.303949 -84.748720,52.027912 -81.406006,83.706862 -51.432417,62.347972 87.135772,29.729930 91.947303,-3.115802 94.190479,-35.895326 96.591180,-68.318424 103.051319,-78.368889 -103.703943,-35.386683 -58.552321,-2.603930 -56.167752,30.240486 -53.914073,62.852136 -48.995076,83.283409 91.897163,51.520664 119.479796,18.792451 122.775168,-14.064176 124.893558,-46.759651 127.810869,-78.848704 142.504737,-67.819082 -64.833914,-24.483765 -27.637663,8.352170 -25.478295,41.151837 -22.869648,73.568285 -13.754137,73.072340 142.130062,40.642670 150.916113,7.840220 153.501597,-24.993930 155.666998,-57.576234 159.649099,-86.410283 -111.964219,-57.072113 -31.549726,-13.552912 3.130988,19.303949 5.251280,52.027912 8.593994,83.706862 38.567583,62.347972 177.135772,29.729930 -178.052697,-3.115802 -175.809521,-35.895326 -173.408820,-68.318424 -166.948681,-78.368889 -13.703943,-46.252940 0.246831,-2.603930 33.832248,30.240486 36.085927,62.852136 41.004924,83.283409 -178.102837,51.520664 -150.520204,18.792451 -147.224832,-14.064176 -145.106442,-46.759651 -142.189131,-78.848704 -127.495263,-67.819082 25.166086,-35.386683 31.447679
-55.276748 -121.310826,-22.667572 -117.627789,10.174138 -115.486723,42.963361 -112.789113,75.326600 -102.303596,71.301862 53.214651,38.829918 60.982759,6.018106 63.491826,-26.809123 65.681969,-59.369172 69.936409,-85.873548 -176.288130,-44.448718 -89.649511,-11.732986 -86.874863,21.124114 -84.744819,53.832337 -81.219500,85.083250 -39.458046,60.552078 87.506047,27.912401 91.970095,-4.937437 94.179557,-37.704949 96.642542,-70.092504 103.820496,-76.645667 -101.414493,-33.575757 -58.510845,-0.782033 -56.179124,32.057129 -53.884217,64.644744 -48.541866,81.699518 98.470160,49.714493 119.636005,16.971751 122.775512,-15.883447 124.890086,-48.562223 127.934731,-80.534561 145.915473,-66.039246 -64.225070,-22.667572 -27.627789,10.174138 -25.486723,42.963361 -22.789113,75.326600 -12.303596,71.301862 143.214651,38.829918 150.982759,6.018106 153.491826,-26.809123 155.681969,-59.369172 159.936409,-85.873548 -86.288130,-55.276748 -31.310826,-11.732986 3.125137,21.124114 5.255181,53.832337 8.780500,85.083250 50.541954,60.552078 177.506047,27.912401 -178.029905,-4.937437 -175.820443,-37.704949 -173.357458,-70.092504 -166.179504,-76.645667 -11.414493,-44.448718 0.350489,-0.782033 33.820876,32.057129 36.115783,64.644744 41.458134,81.699518 -171.529840,49.714493 -150.363995,16.971751 -147.224488,-15.883447 -145.109914,-48.562223 -142.065269,-80.534561 -124.084527,-66.039246 25.774930,-33.575757 31.489155
-53.479665 -121.103341,-20.850645 -117.621409,11.995934 -115.493816,44.773869 -112.696152,77.071180 -100.436718,69.524542 54.096573,37.016261 61.039917,4.195939 63.481283,-28.623487 65.701457,-61.159987 70.269598,-84.743024 -159.109380,-42.643271 -89.559500,-9.912604 -86.882257,22.943808 -84.737728,55.635275 -81.005018,86.092699 -19.878462,58.753994 87.824258,26.094231 91.988020,-6.758806 94.169250,-39.513510 96.702676,-71.860799 104.756430,-74.904406 -99.670355,-31.763856 -58.476169,1.040009 -56.190587,33.873031 -53.848115,66.434280 -48.007069,80.039624 102.868920,47.907063 119.772090,15.150689 122.773456,-17.702154 124.888805,-50.363437 128.076905,-82.169808 150.812545,-64.255812 -63.712093,-20.850645 -27.621409,11.995934 -25.493816,44.773869 -22.696152,77.071180 -10.436718,69.524542 144.096573,37.016261 151.039917,4.195939 153.481283,-28.623487 155.701457,-61.159987 160.269598,-84.743024 -69.109380,-53.479665 -31.103341,-9.912604 3.117743,22.943808 5.262272,55.635275 8.994982,86.092699 70.121538,58.753994 177.824258,26.094231 -178.011980,-6.758806 -175.830750,-39.513510 -173.297324,-71.860799 -165.243570,-74.904406 -9.670355,-42.643271 0.440500,1.040009 33.809413,33.873031 36.151885,66.434280 41.992931,80.039624 -167.131080,47.907063 -150.227910,15.150689 -147.226544,-17.702154 -145.111195,-50.363437 -141.923095,-82.169808 -119.187455,-64.255812 26.287907,-31.763856 31.523831
-51.680988 -120.922810,-19.033028 -117.618137,13.817505 -115.499308,46.583304 -112.589131,78.795790 -97.964872,67.741896 54.823896,35.201744 61.088613,2.373772 63.470204,-30.436983 65.725985,-62.948418 70.657783,-83.313315 -148.642129,-40.836646 -89.481563,-8.091816 -86.890932,24.762983 -84.727053,57.436589 -80.757864,86.411061 7.489787,56.953972 88.098916,24.275464 92.001590,-8.579858 94.159796,-41.320968 96.772648,-73.621633 105.912372,-73.150551 -98.305823,-29.951020 -58.447584,2.862143 -56.201912,35.688149 -53.805038,68.220134 -47.370696,78.336016 105.972778,46.098451 119.890597,13.329315 122.769309,-19.520248 124.890031,-52.163217 128.240073,-83.715053 158.243501,-62.469337 -63.276441,-19.033028 -27.618137,13.817505 -25.499308,46.583304 -22.589131,78.795790 -7.964872,67.741896 144.823896,35.201744 151.088613,2.373772 153.470204,-30.436983 155.725985,-62.948418 160.657783,-83.313315 -58.642129,-51.680988 -30.922810,-8.091816 3.109068,24.762983 5.272947,57.436589 9.242136,86.411061 97.489787,56.953972 178.098916,24.275464 -177.998410,-8.579858 -175.840204,-41.320968 -173.227352,-73.621633 -164.087628,-73.150551 -8.305823,-40.836646 0.518437,2.862143 33.798088,35.688149 36.194962,68.220134 42.629304,78.336016 -164.027222,46.098451 -150.109403,13.329315 -147.230691,-19.520248 -145.109969,-52.163217 -141.759927,-83.715053 -111.756499,-62.469337 26.723559,-29.951020 31.552416
-49.880815 -120.765560,-17.214765 -117.617615,15.638800 -115.502924,48.391607 -112.466139,80.489748 -94.572596,65.954984 55.430735,33.386411 61.129744,0.551657 63.458819,-32.249572 65.756138,-64.734124 71.112620,-81.738204 -142.035912,-39.028888 -89.414341,-6.270674 -86.900638,26.581595 -84.712363,59.236113 -80.472261,85.875115 33.298583,55.152208 88.336796,22.456145 92.011263,-10.400542 94.151439,-43.127282 96.853680,-75.372511 107.366361,-71.387514 -97.215262,-28.137288 -58.424461,4.684316 -56.212870,37.502440 -53.754167,70.001472 -46.605759,76.605243 108.258229,44.288722 119.993675,11.507679 122.763361,-21.337684 124.894100,-53.961478 128.427438,-85.084899 170.186726,-60.680238 -62.904020,-17.214765 -27.617615,15.638800 -25.502924,48.391607 -22.466139,80.489748 -4.572596,65.954984 145.430735,33.386411 151.129744,0.551657 153.458819,-32.249572 155.756138,-64.734124 161.112620,-81.738204 -52.035912,-49.880815 -30.765560,-6.270674 3.099362,26.581595 5.287637,59.236113 9.527739,85.875115 123.298583,55.152208 178.336796,22.456145 -177.988737,-10.400542 -175.848561,-43.127282 -173.146320,-75.372511 -162.633639,-71.387514 -7.215262,-39.028888 0.585659,4.684316 33.787130,37.502440 36.245833,70.001472 43.394241,76.605243 -161.741771,44.288722 -150.006325,11.507679 -147.236639,-21.337684 -145.105900,-53.961478 -141.572562,-85.084899 -99.813274,-60.680238 27.095980,-28.137288 31.575539
-48.079231 -120.628537,-15.395903 -117.619514,17.459770 -115.504368,50.198707 -112.324928,82.133422 -89.701347,64.164572 55.941937,31.570306 61.164104,-1.270351 63.447358,-34.061215 65.792564,-66.516655 71.649249,-80.086635 -137.613599,-37.220039 -89.356656,-4.449229 -86.911133,28.399597 -84.693185,61.033637 -80.141015,84.739776 50.547814,53.348859 88.543358,20.636321 92.017462,-12.220806 94.144433,-44.932405 96.947184,-77.109585 109.237060,-69.617529 -96.328469,-26.322697 -58.406234,6.506474 -56.223230,39.315860 -53.694572,71.777131 -45.674962,74.856494 109.998638,42.477937 120.083155,9.685832 122.755885,-23.154419 124.901376,-55.758113 128.642868,-86.090614 -170.323279,-58.888831 -62.583933,-15.395903 -27.619514,17.459770 -25.504368,50.198707 -22.324928,82.133422 0.298653,64.164572 145.941937,31.570306 151.164104,-1.270351 153.447358,-34.061215 155.792564,-66.516655 161.649249,-80.086635 -47.613599,-48.079231 -30.628537,-4.449229 3.088867,28.399597 5.306815,61.033637 9.858985,84.739776 140.547814,53.348859 178.543358,20.636321 -177.982538,-12.220806 -175.855567,-44.932405 -173.052816,-77.109585 -160.762940,-69.617529 -6.328469,-37.220039 0.643344,6.506474 33.776770,39.315860 36.305428,71.777131 44.325038,74.856494 -160.001362,42.477937 -149.916845,9.685832 -147.244115,-23.154419 -145.098624,-55.758113 -141.357132,-86.090614 -80.323279,-58.888831 27.416067,-26.322697 31.593766
-46.276306 -120.509184,-13.576487 -117.623522,19.280365 -115.503326,52.004526 -112.162832,83.687609 -82.306681,62.371223 56.376013,29.753472 61.192399,-3.092201 63.436049,-35.871874 65.835993,-68.295407 72.287695,-78.391061 -134.492795,-35.410138 -89.307481,-2.627532 -86.922181,30.216946 -84.668996,62.828894 -79.755058,83.303190 61.037013,51.544055 88.723052,18.816037 92.020572,-14.040603 94.139041,-46.736290 97.054799,-78.826631 111.712923,-67.842113 -95.597107,-24.507290 -58.392390,8.328564 -56.232753,41.128362 -53.625191,73.545434 -44.525348,73.095223 111.359830,40.666149 120.160607,7.863826 122.747142,-24.970409 124.912257,-57.552993 128.891069,-86.411847 -143.088708,-57.095361 -62.307625,-13.576487 -27.623522,19.280365 -25.503326,52.004526 -22.162832,83.687609 7.693319,62.371223 146.376013,29.753472 151.192399,-3.092201 153.436049,-35.871874 155.835993,-68.295407 162.287695,-78.391061 -44.492795,-46.276306 -30.509184,-2.627532 3.077819,30.216946 5.331004,62.828894 10.244942,83.303190 151.037013,51.544055 178.723052,18.816037 -177.979428,-14.040603 -175.860959,-46.736290 -172.945201,-78.826631 -158.287077,-67.842113 -5.597107,-35.410138 0.692519,8.328564 33.767247,41.128362 36.374809,73.545434 45.474652,73.095223 -158.640170,40.666149 -149.839393,7.863826 -147.252858,-24.970409 -145.087743,-57.552993 -141.108931,-86.411847 -53.088708,-57.095361 27.692375,-24.507290 31.607610
-44.472101 -120.405338,-11.756567 -117.629352,21.100536 -115.499464,53.808969 -111.976661,85.067189 -70.409374,60.575359 56.747028,27.935952 61.215257,-4.913838 63.425120,-37.681511 65.887248,-70.069554 73.054985,-76.668122 -132.194796,-33.599224 -89.265913,-0.805637 -86.933551,32.033598 -84.639217,64.621539 -79.302797,81.720620 67.646872,49.737901 88.879541,16.995342 92.020948,-15.859882 94.135542,-48.538879 97.178439,-80.512987 115.108796,-66.062329 -94.986874,-22.691106 -58.382469,10.150535 -56.241197,42.939899 -53.544808,75.303897 -43.079310,71.324847 112.447443,38.853409 120.227383,6.041713 122.737383,-26.785611 124.927172,-59.345957 129.177836,-85.885076 -117.323037,-55.300019 -62.068284,-11.756567 -27.629352,21.100536 -25.499464,53.808969 -21.976661,85.067189 19.590626,60.575359 146.747028,27.935952 151.215257,-4.913838 153.425120,-37.681511 155.887248,-70.069554 163.054985,-76.668122 -42.194796,-44.472101 -30.405338,-0.805637 3.066449,32.033598 5.360783,64.621539 10.697203,81.720620 157.646872,49.737901 178.879541,16.995342 -177.979052,-15.859882 -175.864458,-48.538879 -172.821561,-80.512987 -154.891204,-66.062329 -4.986874,-33.599224 0.734087,10.150535 33.758803,42.939899 36.455192,75.303897 46.920690,71.324847 -157.552557,38.853409 -149.772617,6.041713 -147.262617,-26.785611 -145.072828,-59.345957 -140.822164,-85.885076 -27.323037,-55.300019 27.931716,-22.691106 31.617531
-42.666669 -120.315161,-9.936190 -117.636727,22.920236 -115.492417,55.611927 -111.762569,86.083279 -50.945508,58.777302 57.065855,26.117790 61.233242,-6.735211 63.414803,-39.490086 65.947262,-71.837933 73.988459,-74.927054 -130.444820,-31.787336 -89.231153,1.016403 -86.945014,33.849510 -84.603200,66.411118 -78.769173,80.061456 72.066983,47.930487 89.015870,15.174284 92.018921,-17.678595 94.134231,-50.340110 97.320360,-82.149081 119.981349,-64.278938 -94.472785,-20.874188 -58.376046,11.972333 -56.248308,44.750420 -53.452018,77.048689 -41.218837,69.547605 113.331647,37.039763 120.284658,4.219546 122.726848,-28.599987 124.946598,-61.136801 129.510377,-84.760056 -100.036327,-53.502958 -61.860423,-9.936190 -27.636727,22.920236 -25.492417,55.611927 -21.762569,86.083279 39.054492,58.777302 147.065855,26.117790 151.233242,-6.735211 153.414803,-39.490086 155.947262,-71.837933 163.988459,-74.927054 -40.444820,-42.666669 -30.315161,1.016403 3.054986,33.849510 5.396800,66.411118 11.230827,80.061456 162.066983,47.930487 179.015870,15.174284 -177.981079,-17.678595 -175.865769,-50.340110 -172.679640,-82.149081 -150.018651,-64.278938 -4.472785,-31.787336 0.768847,11.972333 33.751692,44.750420 36.547982,77.048689 48.781163,69.547605 -156.668353,37.039763 -149.715342,4.219546 -147.273152,-28.599987 -145.053402,-61.136801 -140.489623,-84.760056 -10.036327,-53.502958 28.139577,-20.874188 31.623954
-40.860059 -120.237076,-8.115408 -117.645387,24.739419 -115.481791,57.413264 -111.515873,86.412562 -23.636415,56.977304 57.341031,24.299031 61.246865,-8.556268 63.405337,-41.297559 66.017099,-73.598877 75.141119,-73.173338 -129.076142,-29.974512 -89.202494,2.838536 -86.956342,35.664639 -84.560219,68.197024 -78.134270,78.358286 75.183978,46.121889 89.134589,13.352914 92.014800,-19.496698 94.135422,-52.139910 97.483237,-83.695893 127.369426,-62.492499 -94.036229,-19.056580 -58.372736,13.793907 -56.253824,46.559869 -53.345190,78.773613 -38.756483,67.765020 114.060731,35.225257 120.333457,2.397379 122.715775,-30.413494 124.971058,-62.925265 129.897782,-83.332979 -89.502786,-51.704300 -61.679568,-8.115408 -27.645387,24.739419 -25.481791,57.413264 -21.515873,86.412562 66.363585,56.977304 147.341031,24.299031 151.246865,-8.556268 153.405337,-41.297559 156.017099,-73.598877 165.141119,-73.173338 -39.076142,-40.860059 -30.237076,2.838536 3.043658,35.664639 5.439781,68.197024 11.865730,78.358286 165.183978,46.121889 179.134589,13.352914 -177.985200,-19.496698 -175.864578,-52.139910 -172.516763,-83.695893 -142.630574,-62.492499 -4.036229,-29.974512 0.797506,13.793907 33.746176,46.559869 36.654810,78.773613 51.243517,67.765020 -155.939269,35.225257 -149.666543,2.397379 -147.284225,-30.413494 -145.028942,-62.925265 -140.102218,-83.332979 0.497214,-51.704300 28.320432,-19.056580 31.627264
-39.052316 -120.169723,-6.294270 -117.655082,26.558038 -115.467156,59.212812 -111.230811,85.886677 2.262277,55.175561 57.579350,22.479719 61.256586,-10.376956 63.396964,-43.103888 66.097979,-75.349906 76.590599,-71.410403 -127.982539,-28.160791 -89.179303,4.660709 -86.967307,37.478941 -84.509455,69.978428 -77.371210,76.627796 77.477978,44.312175 89.237855,11.531280 92.008873,-21.314143 94.139452,-53.938191 97.670265,-85.068911 139.236089,-60.703432 -93.663064,-17.238325 -58.372181,15.615207 -56.257465,48.368187 -53.222418,80.468067 -35.378993,65.978158 114.668956,33.409934 120.374681,0.575263 122.704393,-32.226095 125.001134,-64.711008 130.351666,-81.759196 -82.859562,-49.904147 -61.522037,-6.294270 -27.655082,26.558038 -25.467156,59.212812 -21.230811,85.886677 92.262277,55.175561 147.579350,22.479719 151.256586,-10.376956 153.396964,-43.103888 156.097979,-75.349906 166.590599,-71.410403 -37.982539,-39.052316 -30.169723,4.660709 3.032693,37.478941 5.490545,69.978428 12.628790,76.627796 167.477978,44.312175 179.237855,11.531280 -177.991127,-21.314143 -175.860548,-53.938191 -172.329735,-85.068911 -130.763911,-60.703432 -3.663064,-28.160791 0.820697,15.615207 33.742535,48.368187 36.777582,80.468067 54.621007,65.978158 -155.331044,33.409934 -149.625319,0.575263 -147.295607,-32.226095 -144.998866,-64.711008 -139.648334,-81.759196 7.140438,-49.904147 28.477963,-17.238325 31.627819
-37.243480 -120.111922,-4.472828 -117.665568,28.376048 -115.448039,61.010363 -110.900209,84.756889 19.620351,53.372232 57.786288,20.659900 61.262827,-12.197227 63.389939,-44.909027 66.191312,-77.087192 78.454889,-69.640497 -127.093452,-26.346211 -89.161016,6.482867 -86.977675,39.292372 -84.449979,71.754169 -76.442859,74.879239 79.224219,42.501403 89.327501,9.709436 92.001416,-23.130887 94.146685,-55.734848 97.885303,-86.081208 158.611317,-58.912053 -93.342358,-15.419470 -58.374050,17.436181 -56.258939,50.175303 -53.081460,82.112583 -30.532149,64.187788 115.181267,31.593839 120.409124,-1.246747 122.692931,-34.037751 125.037474,-66.493584 130.887120,-80.108361 -78.415792,-48.102580 -61.384769,-4.472828 -27.665568,28.376048 -25.448039,61.010363 -20.900209,84.756889 109.620351,53.372232 147.786288,20.659900 151.262827,-12.197227 153.389939,-44.909027 156.191312,-77.087192 168.454889,-69.640497 -37.093452,-37.243480 -30.111922,6.482867 3.022325,39.292372 5.550021,71.754169 13.557141,74.879239 169.224219,42.501403 179.327501,9.709436 -177.998584,-23.130887 -175.853315,-55.734848 -172.114697,-86.081208 -111.388683,-58.912053 -3.342358,-26.346211 0.838984,17.436181 33.741061,50.175303 36.918540,82.112583 59.467851,64.187788 -154.818733,31.593839 -149.590876,-1.246747 -147.307069,-34.037751 -144.962526,-66.493584 -139.112880,-80.108361 11.584208,-48.102580 28.615231,-15.419470 31.625950
-35.433592 -120.062643,-2.651135 -117.676610,30.193406 -115.423919,62.805652 -110.515029,83.322949 30.176231,51.567445 57.966305,18.839622 61.265975,-14.017030 63.384524,-46.712928 66.298732,-78.804552 80.921261,-67.865145 -126.360320,-24.530814 -89.147119,8.304959 -86.987211,41.104886 -84.380733,73.522581 -75.296510,73.118105 80.589551,40.689628 89.405100,7.887432 91.992688,-24.946887 94.157516,-57.529751 98.133046,-86.413260 -174.213505,-57.118608 -93.065530,-13.600062 -58.378033,19.256781 -56.257932,51.981139 -52.919653,83.668329 -23.180210,62.394474 115.616244,29.777014 120.437493,-3.068599 122.681618,-35.848423 125.080807,-68.272390 131.524092,-78.413229 -75.281783,-46.299672 -61.265202,-2.651135 -27.676610,30.193406 -25.423919,62.805652 -20.515029,83.322949 120.176231,51.567445 147.966305,18.839622 151.265975,-14.017030 153.384524,-46.712928 156.298732,-78.804552 170.921261,-67.865145 -36.360320,-35.433592 -30.062643,8.304959 3.012789,41.104886 5.619267,73.522581 14.703490,73.118105 170.589551,40.689628 179.405100,7.887432 -178.007312,-24.946887 -175.842484,-57.529751 -171.866954,-86.413260 -84.213505,-57.118608 -3.065530,-24.530814 0.852881,19.256781 33.742068,51.981139 37.080347,83.668329 66.819790,62.394474 -154.383756,29.777014 -149.562507,-3.068599 -147.318382,-35.848423 -144.919193,-68.272390 -138.475908,-78.413229 14.718217,-46.299672 28.734798,-13.600062 31.621967
-33.622692 -120.020981,-0.829242 -117.687977,32.010067 -115.394216,64.598333 -110.063714,81.741710 36.823227,49.761309 58.123074,17.018932 61.266384,-15.836315 63.380999,-48.515534 66.422151,-80.491404 84.302361,-66.085411 -125.748694,-22.714640 -89.137149,10.126931 -86.995670,42.916436 -84.300500,75.281193 -73.854957,71.347831 81.680202,38.876900 89.472006,6.065320 91.982940,-26.762100 94.172376,-59.322742 98.419270,-85.896503 -148.359519,-55.323290 -92.825748,-11.780148 -58.383841,21.076958 -56.254108,53.785601 -52.733817,85.051070 -11.359417,60.598640 115.988001,27.959503 120.460418,-4.890240 122.670683,-37.658073 125.131955,-70.046603 132.289501,-76.690574 -72.975188,-44.495483 -61.161168,-0.829242 -27.687977,32.010067 -25.394216,64.598333 -20.063714,81.741710 126.823227,49.761309 148.123074,17.018932 151.266384,-15.836315 153.380999,-48.515534 156.422151,-80.491404 174.302361,-66.085411 -35.748694,-33.622692 -30.020981,10.126931 3.004330,42.916436 5.699500,75.281193 16.145043,71.347831 171.680202,38.876900 179.472006,6.065320 -178.017060,-26.762100 -175.827624,-59.322742 -171.580730,-85.896503 -58.359519,-55.323290 -2.825748,-22.714640 0.862851,21.076958 33.745892,53.785601 37.266183,85.051070 78.640583,60.598640 -154.011999,27.959503 -149.539582,-4.890240 -147.329317,-37.658073 -144.868045,-70.046603 -137.710499,-76.690574 17.024812,-44.495483 28.838832,-11.780148 31.616159
-31.810816 -119.986138,0.992797 -117.699441,33.825989 -115.358285,66.387955 -109.531259,80.083281 41.264833,47.953910 58.259646,15.197879 61.264387,-17.655037 63.379658,-50.316783 66.563819,-82.128339 89.150561,-64.302063 -125.233490,-20.897732 -89.130684,11.948732 -87.002801,44.726970 -84.207881,77.026194 -72.000857,69.570667 82.566695,37.063265 89.529397,4.243153 91.972414,-28.576486 94.191741,-61.113615 98.751165,-84.777040 -130.964404,-53.526250 -92.617510,-9.959777 -58.391198,22.896665 -56.247105,55.588579 -52.520115,86.073742 7.988960,58.800610 116.307445,26.141349 120.478463,-6.711616 122.660357,-39.466662 125.191849,-71.815067 133.220525,-74.949701 -71.219348,-42.690067 -61.070824,0.992797 -27.699441,33.825989 -25.358285,66.387955 -19.531259,80.083281 131.264833,47.953910 148.259646,15.197879 151.264387,-17.655037 153.379658,-50.316783 156.563819,-82.128339 179.150561,-64.302063 -35.233490,-31.810816 -29.986138,11.948732 2.997199,44.726970 5.792119,77.026194 17.999143,69.570667 172.566695,37.063265 179.529397,4.243153 -178.027586,-28.576486 -175.808259,-61.113615 -171.248835,-84.777040 -40.964404,-53.526250 -2.617510,-20.897732 0.869316,22.896665 33.752895,55.588579 37.479885,86.073742 97.988960,58.800610 -153.692555,26.141349 -149.521537,-6.711616 -147.339643,-39.466662 -144.808151,-71.815067 -136.779475,-74.949701 18.780652,-42.690067 28.929176,-9.959777 31.608802
-29.998004 -119.957404,2.814930 -117.710772,35.641128 -115.315399,68.173914 -108.897823,78.380552 44.395043,46.145328 58.378579,13.376512 61.260291,-19.473147 63.380814,-52.116602 66.726404,-83.676705 96.496083,-62.515661 -124.796028,-19.080132 -89.127336,13.770310 -87.008339,46.536434 -84.101246,78.751431 -69.547943,67.788143 83.297546,35.248770 89.578300,2.420985 91.961346,-30.390005 94.216132,-62.902111 99.137791,-83.352620 -120.364076,-51.727612 -92.436330,-8.138999 -58.399843,24.715854 -56.236528,57.389938 -52.273876,86.413911 35.237088,57.000635 116.583140,24.322597 120.492139,-8.532677 122.650878,-41.274149 125.261551,-73.576120 134.369915,-73.196123 -69.846507,-40.883472 -60.992591,2.814930 -27.710772,35.641128 -25.315399,68.173914 -18.897823,78.380552 134.395043,46.145328 148.378579,13.376512 151.260291,-19.473147 153.380814,-52.116602 156.726404,-83.676705 -173.503917,-62.515661 -34.796028,-29.998004 -29.957404,13.770310 2.991661,46.536434 5.898754,78.751431 20.452057,67.788143 173.297546,35.248770 179.578300,2.420985 -178.038654,-30.390005 -175.783868,-62.902111 -170.862209,-83.352620 -30.364076,-51.727612 -2.436330,-19.080132 0.872664,24.715854 33.763472,57.389938 37.726124,86.413911 125.237088,57.000635 -153.416860,24.322597 -149.507861,-8.532677 -147.349122,-41.274149 -144.738449,-73.576120 -135.630085,-73.196123 20.153493,-40.883472 29.007409,-8.138999 31.600157
-28.184294 -119.934146,4.637102 -117.721743,37.455441 -115.264741,69.955382 -108.136634,76.650345 46.697635,44.335627 58.482033,11.554882 61.254386,-21.290601 63.384805,-53.914903 66.913097,-85.052866 108.286729,-60.726625 -124.422118,-17.261886 -89.126747,15.591613 -87.012006,48.344767 -83.978695,80.446378 -66.185149,66.001332 83.907160,33.433458 89.619616,0.598869 91.949966,-32.202618 94.246130,-64.687892 99.590727,-81.780175 -113.683570,-49.927478 -92.278517,-6.317866 -58.409525,26.534480 -56.221948,59.189510 -51.989353,85.898138 61.224384,55.198913 116.821899,22.503292 120.501908,-10.353371 122.642490,-43.080493 125.342280,-75.327298 135.814905,-71.433291 -68.749850,-39.075743 -60.925107,4.637102 -27.721743,37.455441 -25.264741,69.955382 -18.136634,76.650345 136.697635,44.335627 148.482033,11.554882 151.254386,-21.290601 153.384805,-53.914903 156.913097,-85.052866 -161.713271,-60.726625 -34.422118,-28.184294 -29.934146,15.591613 2.987994,48.344767 6.021305,80.446378 23.814851,66.001332 173.907160,33.433458 179.619616,0.598869 -178.050034,-32.202618 -175.753870,-64.687892 -170.409273,-81.780175 -23.683570,-49.927478 -2.278517,-17.261886 0.873253,26.534480 33.778052,59.189510 38.010647,85.898138 151.224384,55.198913 -153.178101,22.503292 -149.498092,-10.353371 -147.357510,-43.080493 -144.657720,-75.327298 -134.185095,-71.433291 21.250150,-39.075743 29.074893,-6.317866 31.590475
-26.369725 -119.915799,6.459261 -117.732121,39.268884 -115.205385,71.731206 -107.210720,74.901982 48.449737,42.524869 58.571845,9.733040 61.246946,-23.107355 63.391994,-55.711582 67.127744,-86.071687 127.547417,-58.935275 -124.100791,-15.443038 -89.128587,17.412592 -87.013510,50.151899 -83.837988,82.091729 -61.362543,64.211003 84.420584,31.617372 89.654143,-1.223143 91.938504,-34.014286 94.282385,-66.470513 100.125008,-80.130080 -109.218201,-48.125929 -92.141004,-4.496427 -58.420003,28.352499 -56.202893,60.987089 -51.659394,84.773953 78.691751,53.395604 117.029212,20.683480 120.508192,-12.173648 122.635445,-44.885649 125.435441,-77.064795 137.672818,-69.663465 -67.858461,-37.266921 -60.867190,6.459261 -27.732121,39.268884 -25.205385,71.731206 -17.210720,74.901982 138.449737,42.524869 148.571845,9.733040 151.246946,-23.107355 153.391994,-55.711582 157.127744,-86.071687 -142.452583,-58.935275 -34.100791,-26.369725 -29.915799,17.412592 2.986490,50.151899 6.162012,82.091729 28.637457,64.211003 174.420584,31.617372 179.654143,-1.223143 -178.061496,-34.014286 -175.717615,-66.470513 -169.874992,-80.130080 -19.218201,-48.125929 -2.141004,-15.443038 0.871413,28.352499 33.797107,60.987089 38.340606,84.773953 168.691751,53.395604 -152.970788,20.683480 -149.491808,-12.173648 -147.364555,-44.885649 -144.564559,-77.064795 -132.327182,-69.663465 22.141539,-37.266921 29.132810,-4.496427 31.579997
