-0.121097 -95.055183,71.724889 -84.124373,35.990539 82.347443,-36.185226 87.576043,-71.797342 -106.018114,23.972333 -63.453144,83.037005 84.129195,11.930439 114.194819,-60.019052 121.179640,-48.132352 -69.051465,47.972066 -31.066285,59.900058 138.755107,-12.167161 145.725464,-83.058381 175.882403,-24.192933 -36.658643,71.724889 5.875627,35.990539 172.347443,-36.185226 177.576043,-71.797342 -16.018114,-0.121097 -5.055183,83.037005 174.129195,11.930439 -155.805181,-60.019052 -148.820360,-48.132352 20.948535,23.972333 26.546856,59.900058 -131.244893,-12.167161 -124.274536,-83.058381 -94.117597,-24.192933 53.341357,47.972066 58.933715
31.217294 72.488682,-40.939958 77.773813,-67.136152 -113.872416,4.669265 -105.045071,76.351891 -90.403191,7.140598 104.212917,-64.719387 112.276262,-43.389864 -78.729286,28.752817 -73.370268,78.697893 86.415267,-16.950296 135.754930,-86.217268 -154.168142,-19.416329 -46.601791,52.720920 -40.622475,55.167096 129.502677,-40.939958 167.773813,-67.136152 -23.872416,4.669265 -15.045071,76.351891 -0.403191,31.217294 162.488682,-64.719387 -157.723738,-43.389864 11.270714,28.752817 16.629732,78.697893 176.415267,7.140598 -165.787083,-86.217268 -64.168142,-19.416329 43.398209,52.720920 49.377525,55.167096 -140.497323,-16.950296 -134.245070
29.400323 72.515873,-42.746517 77.852403,-65.354858 -113.302928,6.491424 -105.055437,78.085734 -88.210698,5.318458 104.202822,-66.501946 112.812142,-41.583720 -78.646532,30.570034 -73.345041,76.971910 88.845612,-18.768649 135.755080,-86.372716 -126.270538,-17.598199 -46.600718,54.524789 -40.425724,53.363760 129.709478,-42.746517 167.852403,-65.354858 -23.302928,6.491424 -15.055437,78.085734 1.789302,29.400323 162.515873,-66.501946 -157.187858,-41.583720 11.353468,30.570034 16.654959,76.971910 178.845612,5.318458 -165.797178,-86.372716 -36.270538,-17.598199 43.399282,54.524789 49.574276,53.363760 -140.290522,-18.768649 -134.244920
27.582675 72.537742,-44.551895 77.943149,-63.570199 -112.821558,8.313515 -105.064968,79.794086 -85.249118,3.496284 104.192045,-68.280733 113.449648,-39.776426 -78.575032,32.386546 -73.314102,75.226406 90.684459,-20.586362 135.757930,-85.702144 -101.964427,-15.779459 -46.602132,56.327121 -40.199306,51.558967 129.889378,-44.551895 167.943149,-63.570199 -22.821558,8.313515 -15.064968,79.794086 4.750882,27.582675 162.537742,-68.280733 -156.550352,-39.776426 11.424968,32.386546 16.685898,75.226406 -179.315541,3.496284 -165.807955,-85.702144 -11.964427,-15.779459 43.397868,56.327121 49.800694,51.558967 -140.110622,-20.586362 -134.242070
25.764394 72.554842,-46.356045 78.047639,-61.782673 -112.411654,10.135487 -105.073422,81.461827 -81.080545,1.674131 104.180822,-70.054921 114.215738,-37.968023 -78.513537,34.202309 -73.276791,73.467439 92.115273,-22.403393 135.763835,-84.499750 -86.246441,-13.960156 -46.605720,58.127769 -39.938141,49.752824 130.046046,-46.356045 168.047639,-61.782673 -22.411654,10.135487 -15.073422,81.461827 8.919455,25.764394 162.554842,-70.054921 -155.784262,-37.968023 11.486463,34.202309 16.723209,73.467439 -177.884727,1.674131 -165.819178,-84.499750 3.753559,-13.960156 43.394280,58.127769 50.061859,49.752824 -139.953954,-22.403393 -134.236165
23.945523 72.567671,-48.158912 78.167726,-59.992655 -112.060473,11.957286 -105.080545,83.059816 -74.903132,-0.147949 104.169381,-71.823355 115.147649,-36.158552 -78.460960,36.017281 -73.232365,71.698766 93.253798,-24.219695 135.773175,-83.035663 -76.656855,-12.140338 -46.611189,59.926553 -39.635953,47.945420 130.182530,-48.158912 168.167726,-59.992655 -22.060473,11.957286 -15.080545,83.059816 15.096868,23.945523 162.567671,-71.823355 -154.852351,-36.158552 11.539040,36.017281 16.767635,71.698766 -176.746202,-0.147949 -165.830619,-83.035663 13.343145,-12.140338 43.388811,59.926553 50.364047,47.945420 -139.817470,-24.219695 -134.226825
22.126109 72.576685,-49.960436 78.305585,-58.200430 -111.758101,13.778863 -105.086075,84.526814 -65.189745,-1.969903 104.157951,-73.584369 116.298222,-34.348052 -78.416349,37.831417 -73.179984,69.922825 94.176284,-26.035229 135.786367,-81.443063 -70.541074,-10.320054 -46.618261,61.723242 -39.284893,46.136832 130.301385,-49.960436 168.305585,-58.200430 -21.758101,13.778863 -15.086075,84.526814 24.810255,22.126109 162.576685,-73.584369 -153.701778,-34.348052 11.583651,37.831417 16.820016,69.922825 -175.823716,-1.969903 -165.842049,-81.443063 19.458926,-10.320054 43.381739,61.723242 50.715107,46.136832 -139.698615,-26.035229 -134.213633
20.306198 72.582295,-51.760544 78.463796,-56.406221 -111.496713,15.600164 -105.089733,85.725936 -49.231929,-3.791677 104.146760,-75.335492 117.744838,-32.536562 -78.378865,39.644673 -73.118697,68.141266 94.934840,-27.849951 135.803868,-79.781737 -66.404684,-8.499352 -46.626671,63.517541 -38.875014,44.327127 130.404771,-51.760544 168.463796,-56.406221 -21.496713,15.600164 -15.089733,85.725936 40.768071,20.306198 162.582295,-75.335492 -152.255162,-32.536562 11.621135,39.644673 16.881303,68.141266 -175.065160,-3.791677 -165.853240,-79.781737 23.595316,-8.499352 43.373329,63.517541 51.124986,44.327127 -139.595229,-27.849951 -134.196132
18.485836 72.584884,-53.559153 78.645436,-54.610203 -111.270048,17.421142 -105.091226,86.380516 -24.614593,-5.613219 104.136039,-77.072913 119.605058,-30.724121 -78.347764,41.457004 -73.047416,66.355233 95.566213,-29.663822 135.826180,-78.080254 -63.460856,-6.678285 -46.636168,65.309070 -38.393521,42.516364 130.494523,-53.559153 168.645436,-54.610203 -21.270048,17.421142 -15.091226,86.380516 65.385407,18.485836 162.584884,-77.072913 -150.394942,-30.724121 11.652236,41.457004 16.952584,66.355233 -174.433787,-5.613219 -165.863961,-78.080254 26.539144,-6.678285 43.363832,65.309070 51.606479,42.516364 -139.505477,-29.663822 -134.173820
16.665071 72.584800,-55.356162 78.854209,-52.812516 -111.073037,19.241745 -105.090241,86.198101 3.322246,-7.434477 104.126021,-78.790473 122.065405,-28.910765 -78.322385,43.268361 -72.964893,64.565550 96.097022,-31.476803 135.853859,-76.353483 -61.278603,-4.856903 -46.646507,67.097321 -37.823689,40.704597 130.572215,-55.356162 168.854209,-52.812516 -21.073037,19.241745 -15.090241,86.198101 93.322246,16.665071 162.584800,-78.790473 -147.934595,-28.910765 11.677615,43.268361 17.035107,64.565550 -173.902978,-7.434477 -165.873979,-76.353483 28.721397,-4.856903 43.353493,67.097321 52.176311,40.704597 -139.427785,-31.476803 -134.146141
14.843953 72.582371,-57.151448 79.094616,-51.013273 -110.901536,21.061926 -105.086442,85.274637 24.328344,-9.255398 104.116945,-80.477640 125.437134,-27.096536 -78.302135,45.078691 -72.869685,62.772818 96.547003,-33.288854 135.887526,-74.609790 -59.607940,-3.035258 -46.657452,68.881612 -37.143228,38.891876 130.639205,-57.151448 169.094616,-51.013273 -20.901536,21.061926 -15.086442,85.274637 114.328344,14.843953 162.582371,-80.477640 -144.562866,-27.096536 11.697865,45.078691 17.130315,62.772818 -173.452997,-9.255398 -165.883055,-74.609790 30.392060,-3.035258 43.342548,68.881612 52.856772,38.891876 -139.360795,-33.288854 -134.112474
13.022531 72.577901,-58.944857 79.372182,-49.212568 -110.752118,22.881636 -105.079466,83.939866 37.290176,-11.075933 104.109059,-82.115107 130.269895,-25.281472 -78.286482,46.887941 -72.760116,60.977485 96.931090,-35.099937 135.927874,-72.854190 -58.295753,-1.213403 -46.668769,70.661001 -36.321797,37.078249 130.696670,-58.944857 169.372182,-49.212568 -20.752118,22.881636 -15.079466,83.939866 127.290176,13.022531 162.577901,-82.115107 -139.730105,-25.281472 11.713518,46.887941 17.239884,60.977485 -173.068910,-11.075933 -165.890941,-72.854190 31.704247,-1.213403 43.331231,70.661001 53.678203,37.078249 -139.303330,-35.099937 -134.072126
11.200856 72.571677,-60.736196 79.693764,-47.410478 -110.621926,24.700830 -105.068921,82.407619 45.281476,-12.896029 104.102620,-83.664457 137.588452,-23.465614 -78.274942,48.696046 -72.634223,59.179895 97.260783,-36.910014 135.975684,-71.089850 -57.243701,0.608609 -46.680231,72.434161 -35.317064,35.263760 130.745639,-60.736196 169.693764,-47.410478 -20.621926,24.700830 -15.068921,82.407619 135.281476,11.200856 162.571677,-83.664457 -132.411548,-23.465614 11.725058,48.696046 17.365777,59.179895 -172.739217,-12.896029 -165.897380,-71.089850 32.756299,0.608609 43.319769,72.434161 54.682936,35.263760 -139.254361,-36.910014 -134.024316
9.378978 72.563970,-62.525218 80.067983,-45.607071 -110.508560,26.519462 -105.054376,80.775687 50.491924,-14.715639 104.097897,-85.042607 149.330917,-21.649004 -78.267077,50.502936 -72.489695,57.380312 97.545084,-38.719047 136.031841,-69.318859 -56.386012,2.430726 -46.691610,74.199160 -34.068244,33.448455 130.787015,-62.525218 170.067983,-45.607071 -20.508560,26.519462 -15.054376,80.775687 140.491924,9.378978 162.563970,-85.042607 -120.669083,-21.649004 11.732923,50.502936 17.510305,57.380312 -172.454916,-14.715639 -165.902103,-69.318859 33.613988,2.430726 43.308390,74.199160 55.931756,33.448455 -139.212985,-38.719047 -133.968159
7.556951 72.555039,-64.311605 80.505819,-43.802405 -110.409986,28.337485 -105.035360,79.088594 54.088532,-16.534714 104.095175,-86.065556 168.518706,-19.831685 -78.262485,52.308530 -72.323783,55.578945 97.791136,-40.526995 136.097350,-67.542643 -55.677151,4.252895 -46.702676,75.953095 -32.485094,31.632376 130.821594,-64.311605 170.505819,-43.802405 -20.409986,28.337485 -15.035360,79.088594 144.088532,7.556951 162.555039,-86.065556 -101.481294,-19.831685 11.737515,52.308530 17.676217,55.578945 -172.208864,-16.534714 -165.904825,-67.542643 34.322849,4.252895 43.297324,75.953095 57.514906,31.632376 -139.178406,-40.526995 -133.902650
5.734825 72.545132,-66.094936 81.021484,-41.996531 -110.324466,30.154857 -105.011351,77.368306 56.690888,-18.353206 104.094754,-86.415249 -164.407209,-18.013700 -78.260797,54.112732 -72.133199,53.775959 98.004677,-42.333817 136.173361,-65.762204 -55.084657,6.075061 -46.713198,77.691413 -30.428264,29.815566 130.850085,-66.094936 171.021484,-41.996531 -20.324466,30.154857 -15.011351,77.368306 146.690888,5.734825 162.545132,-86.415249 -74.407209,-18.013700 11.739203,54.112732 17.866801,53.775959 -171.995323,-18.353206 -165.905246,-65.762204 34.915343,6.075061 43.286802,77.691413 59.571736,29.815566 -139.149915,-42.333817 -133.826639
3.912654 72.534490,-67.874648 81.633686,-40.189495 -110.250511,31.971534 -104.981773,75.626616 58.645446,-20.171070 104.096958,-85.914998 -138.411417,-16.195096 -78.261671,55.915427 -71.913970,51.971489 98.190375,-44.139469 136.261198,-63.978265 -54.584789,7.897172 -46.722941,79.406607 -27.672393,27.998069 130.873119,-67.874648 171.633686,-40.189495 -20.250511,31.971534 -14.981773,75.626616 148.645446,3.912654 162.534490,-85.914998 -48.411417,-16.195096 11.738329,55.915427 18.086030,51.971489 -171.809625,-20.171070 -165.903042,-63.978265 35.415211,7.897172 43.277059,79.406607 62.327607,27.998069 -139.126881,-44.139469 -133.738802
2.090492 72.523349,-69.649975 82.367550,-38.381342 -110.186831,33.787472 -104.945981,73.870332 60.157429,-21.988260 104.102132,-84.804746 -120.837847,-14.375917 -78.264790,57.716475 -71.661250,50.165646 98.352062,-45.943904 136.362395,-62.191358 -54.159799,9.719176 -46.731663,81.085512 -23.833024,26.179928 130.891263,-69.649975 172.367550,-38.381342 -20.186831,33.787472 -14.945981,73.870332 150.157429,2.090492 162.523349,-84.804746 -30.837847,-14.375917 11.735210,57.716475 18.338750,50.165646 -171.647938,-21.988260 -165.897868,-62.191358 35.840201,9.719176 43.268337,81.085512 66.166976,26.179928 -139.108737,-45.943904 -133.637605
0.268390 72.511937,-71.419848 83.257586,-36.572111 -110.132305,35.602628 -104.903251,72.103624 61.354905,-23.804733 104.110652,-83.384731 -110.127074,-12.556213 -78.269854,59.515703 -71.369064,48.358523 98.492917,-47.747070 136.478738,-60.401881 -53.796161,11.541019 -46.739113,82.703230 -18.215148,24.361188 130.905027,-71.419848 173.257586,-36.572111 -20.132305,35.602628 -14.903251,72.103624 151.354905,0.268390 162.511937,-83.384731 -20.127074,-12.556213 11.730146,59.515703 18.630936,48.358523 -171.507083,-23.804733 -165.889348,-60.401881 36.203839,11.541019 43.260887,82.703230 71.784852,24.361188 -139.094973,-47.747070 -133.521262
-1.553597 72.500485,-73.182740 84.352448,-34.761843 -110.085951,37.416959 -104.852767,70.329176 62.321466,-25.620446 104.122925,-81.814502 -103.384915,-10.736031 -78.276583,61.312894 -71.029963,46.550199 98.615597,-49.548906 136.612325,-58.610139 -53.483392,13.362651 -46.745031,84.208461 -9.501350,22.541894 130.914874,-73.182740 174.352448,-34.761843 -20.085951,37.416959 -14.852767,70.329176 152.321466,-1.553597 162.500485,-81.814502 -13.384915,-10.736031 11.723417,61.312894 18.970037,46.550199 -171.384403,-25.620446 -165.877075,-58.610139 36.516608,13.362651 43.254969,84.208461 80.498650,22.541894 -139.085126,-49.548906 -133.387675
-3.375417 72.489219,-74.936399 85.722842,-32.950576 -110.046907,39.230421 -104.793606,68.548785 63.113789,-27.435357 104.139399,-80.165629 -98.883861,-8.915420 -78.284710,63.107769 -70.634534,44.740743 98.722345,-51.349344 136.765635,-56.816366 -53.213241,15.184020 -46.749142,85.487401 4.734806,20.722092 130.921228,-74.936399 175.722842,-32.950576 -20.046907,39.230421 -14.793606,68.548785 153.113789,-3.375417 162.489219,-80.165629 -8.883861,-8.915420 11.715290,63.107769 19.365466,44.740743 -171.277655,-27.435357 -165.860601,-56.816366 36.786759,15.184020 43.250858,85.487401 94.734806,20.722092 -139.078772,-51.349344 -133.234365
-5.197017 72.478370,-76.677387 87.475234,-31.138349 -110.014409,41.042967 -104.724712,66.763693 63.771574,-29.249426 104.160564,-78.471675 -95.714642,-7.094432 -78.293980,64.899971 -70.170716,42.930217 98.815065,-53.148304 136.941619,-55.020748 -52.979126,17.005076 -46.751157,86.297764 27.415556,18.901829 130.924475,-76.677387 177.475234,-31.138349 -20.014409,41.042967 -14.724712,66.763693 153.771574,-5.197017 162.478370,-78.471675 -5.714642,-7.094432 11.706020,64.899971 19.829284,42.930217 -171.184935,-29.249426 -165.839436,-55.020748 37.020874,17.005076 43.248843,86.297764 117.415556,18.901829 -139.075525,-53.148304 -133.058381
-7.018344 72.468170,-78.400209 89.776775,-29.325199 -109.987777,42.854551 -104.644877,64.974784 64.323414,-31.062614 104.186965,-76.749778 -93.385162,-5.273118 -78.304148,66.689023 -69.622801,41.118675 98.895386,-54.945689 137.143828,-53.223431 -52.775734,18.825769 -46.750767,86.316207 55.626965,17.081152 130.924972,-78.400209 179.776775,-29.325199 -19.987777,42.854551 -14.644877,64.974784 154.323414,-7.018344 162.468170,-76.749778 -3.385162,-5.273118 11.695852,66.689023 20.377199,41.118675 -171.104614,-31.062614 -165.813035,-53.223431 37.224266,18.825769 43.249233,86.316207 145.626965,17.081152 -139.075028,-54.945689 -132.856172
-8.839347 72.458858,-80.095601 92.903018,-27.511166 -109.966404,44.665121 -104.552706,63.182704 64.790401,-32.874880 104.219205,-75.009421 -91.613719,-3.451528 -78.314975,68.474291 -68.969952,39.306168 98.964712,-56.741381 137.376560,-51.424535 -52.598729,20.646051 -46.747642,85.532911 78.674803,15.260111 130.923052,-80.095601 -177.096982,-27.511166 -19.966404,44.665121 -14.552706,63.182704 154.790401,-8.839347 162.458858,-75.009421 -1.613719,-3.451528 11.685025,68.474291 21.030048,39.306168 -171.035288,-32.874880 -165.780795,-51.424535 37.401271,20.646051 43.252358,85.532911 168.674803,15.260111 -139.076948,-56.741381 -132.623440
-10.659974 72.450678,-81.746868 97.334168,-25.696289 -109.949745,46.474622 -104.446580,61.387932 65.188424,-34.686188 104.257961,-73.256212 -90.229813,-1.629716 -78.326227,70.254900 -68.183952,37.492744 99.024258,-58.535234 137.645084,-49.624157 -52.444536,22.465873 -46.741425,84.267568 93.212568,13.438754 130.919022,-81.746868 -172.665832,-25.696289 -19.949745,46.474622 -14.446580,61.387932 155.188424,-10.659974 162.450678,-73.256212 -0.229813,-1.629716 11.673773,70.254900 21.816048,37.492744 -170.975742,-34.686188 -165.742039,-49.624157 37.555464,22.465873 43.258575,84.267568 -176.787432,13.438754 -139.080978,-58.535234 -132.354916
-12.480175 72.443885,-83.321432 103.955622,-23.880609 -109.937305,48.282994 -104.324608,59.590832 65.529675,-36.496499 104.303992,-71.493654 -89.125046,0.192265 -78.337677,72.029628 -67.225661,35.678448 99.075084,-60.327066 137.955921,-47.822377 -52.310177,24.285189 -46.731732,82.768875 102.099220,11.617132 130.913175,-83.321432 -166.044378,-23.880609 -19.937305,48.282994 -14.324608,59.590832 155.529675,-12.480175 162.443885,-71.493654 0.874954,0.192265 11.662323,72.029628 22.774339,35.678448 -170.924916,-36.496499 -165.696008,-47.822377 37.689823,24.285189 43.268268,82.768875 -167.900780,11.617132 -139.086825,-60.327066 -132.044079
-14.299900 72.438746,-84.750058 114.450167,-22.064167 -109.928637,50.090169 -104.184562,57.791684 65.823660,-38.305773 104.358158,-69.724038 -88.227547,2.014363 -78.349094,73.796705 -66.039273,33.863325 99.118121,-62.116643 138.317241,-46.019266 -52.193158,26.103953 -46.718141,81.154561 107.814141,9.795296 130.905783,-84.750058 -155.549833,-22.064167 -19.928637,50.090169 -14.184562,57.791684 155.823660,-14.299900 162.438746,-69.724038 1.772453,2.014363 11.650906,73.796705 23.960727,33.863325 -170.881879,-38.305773 -165.641842,-46.019266 37.806842,26.103953 43.281859,81.154561 -162.185859,9.795296 -139.094217,-62.116643 -131.682759
-16.119101 72.435540,-85.878317 131.673412,-20.247006 -109.923331,51.896067 -104.023805,55.990709 66.077901,-40.113973 104.421435,-67.948915 -87.487927,3.836524 -78.360252,75.553495 -64.542602,32.047419 99.154189,-63.903665 138.739422,-44.214883 -52.091366,27.922119 -46.700190,79.477600 111.710936,7.973298 130.897109,-85.878317 -138.326588,-20.247006 -19.923331,51.896067 -14.023805,55.990709 156.077901,-16.119101 162.435540,-67.948915 2.512073,3.836524 11.639748,75.553495 25.457398,32.047419 -170.845811,-40.113973 -165.578565,-44.214883 37.908634,27.922119 43.299810,79.477600 -158.289064,7.973298 -139.102891,-63.903665 -131.260578
-17.937731 72.434566,-86.410947 157.386618,-18.429170 -109.921010,53.700597 -103.839182,54.188080 66.298425,-41.921056 104.494936,-66.169369 -86.871198,5.658695 -78.370919,77.295907 -62.609948,30.230772 99.184013,-65.687737 139.235841,-42.409281 -52.003003,29.739644 -46.677371,77.763604 114.502890,6.151190 130.887404,-86.410947 -112.613382,-18.429170 -19.921010,53.700597 -13.839182,54.188080 156.298425,-17.937731 162.434566,-66.169369 3.128802,5.658695 11.629081,77.295907 27.390052,30.230772 -170.815987,-41.921056 -165.505064,-42.409281 37.996997,29.739644 43.322629,77.763604 -155.497110,6.151190 -139.112596,-65.687737 -130.764159
-19.755742 72.436140,-86.096085 -175.344765,-16.610703 -109.921328,55.503647 -103.626891,52.383938 66.490121,-43.726980 104.579944,-64.386177 -86.351912,7.480824 -78.380861,79.017278 -60.040293,28.413429 99.208242,-67.468335 139.824039,-40.602507 -51.926526,31.556484 -46.649120,76.026074 116.583628,4.329025 130.876909,-86.096085 -85.344765,-16.610703 -19.921328,55.503647 -13.626891,52.383938 156.490121,-19.755742 162.436140,-64.386177 3.648088,7.480824 11.619139,79.017278 29.959707,28.413429 -170.791758,-43.726980 -165.420056,-40.602507 38.073474,31.556484 43.350880,76.026074 -153.416372,4.329025 -139.123091,-67.468335 -130.175961
-21.573090 72.440604,-85.094261 -155.787262,-14.791651 -109.923960,57.305085 -103.382305,50.578400 66.656993,-45.531697 104.677940,-62.599909 -85.911134,9.302857 -78.389838,80.706100 -56.495062,26.595431 99.227456,-69.244745 140.527460,-38.794605 -51.860602,33.372594 -46.614809,74.272686 118.183339,2.506856 130.865862,-85.094261 -65.787262,-14.791651 -19.923960,57.305085 -13.382305,50.578400 156.656993,-21.573090 162.440604,-62.599909 4.088866,9.302857 11.610162,80.706100 33.504938,26.595431 -170.772544,-45.531697 -165.322060,-38.794605 38.139398,33.372594 43.385191,74.272686 -151.816661,2.506856 -139.134138,-69.244745 -129.472540
-23.389731 72.448324,-83.726294 -143.798812,-12.972063 -109.928605,59.104747 -103.099733,48.771562 66.802357,-47.335158 104.790650,-60.810989 -85.534497,11.124741 -78.397601,82.341004 -51.370235,24.776824 99.242178,-71.015980 141.378131,-36.985617 -51.804076,35.187933 -46.573732,72.508082 119.444063,0.684736 130.854492,-83.726294 -53.798812,-12.972063 -19.928605,59.104747 -13.099733,48.771562 156.802357,-23.389731 162.448324,-60.810989 4.465503,11.124741 11.602399,82.341004 38.629765,24.776824 -170.757822,-47.335158 -165.209350,-36.985617 38.195924,35.187933 43.426268,72.508082 -150.555937,0.684736 -139.145508,-71.015980 -128.621869
-25.205621 72.459702,-82.181976 -136.342521,-11.151985 -109.934978,60.902425 -102.772102,46.963507 66.928979,-49.137303 104.920093,-59.019742 -85.210901,12.946426 -78.403893,83.878836 -43.530002,22.957653 99.252882,-72.780633 142.420919,-35.175583 -51.755935,37.002456 -46.525098,70.735219 120.457619,-1.137282 130.843029,-82.181976 -46.342521,-11.151985 -19.934978,60.902425 -12.772102,46.963507 156.928979,-25.205621 162.459702,-59.019742 4.789099,12.946426 11.596107,83.878836 46.469998,22.957653 -170.747118,-49.137303 -165.079907,-35.175583 38.244065,37.002456 43.474902,70.735219 -149.542381,-1.137282 -139.156971,-72.780633 -127.579081
-27.020719 72.475175,-80.547229 -131.430967,-9.331468 -109.942808,62.697858 -102.390498,45.154304 67.039189,-50.938068 105.068655,-57.226415 -84.931645,14.767860 -78.408442,85.225068 -30.836889,21.137963 99.259998,-74.536653 143.720552,-33.364541 -51.715291,38.816120 -46.468007,68.956060 121.285758,-2.959145 130.831700,-80.547229 -41.430967,-9.331468 -19.942808,62.697858 -12.390498,45.154304 157.039189,-27.020719 162.475175,-57.226415 5.068355,14.767860 11.591558,85.225068 59.163111,21.137963 -170.740002,-50.938068 -164.931345,-33.364541 38.284709,38.816120 43.531993,68.956060 -148.714242,-2.959145 -139.168300,-74.536653 -126.279448
-28.834984 72.495222,-78.861667 -128.011460,-7.510562 -109.951839,64.490707 -101.943541,43.344017 67.134961,-52.737374 105.239169,-55.431205 -84.689804,16.588992 -78.410962,86.172089 -10.208359,19.317801 99.263923,-76.280927 145.373660,-31.552529 -51.681359,40.628880 -46.401438,67.171953 121.971434,-4.780800 130.820735,-78.861667 -38.011460,-7.510562 -19.951839,64.490707 -11.943541,43.344017 157.134961,-28.834984 162.495222,-55.431205 5.310196,16.588992 11.589038,86.172089 79.791641,19.317801 -170.736077,-52.737374 -164.760831,-31.552529 38.318641,40.628880 43.598562,67.171953 -148.028566,-4.780800 -139.179265,-76.280927 -124.626340
-30.648376 72.520375,-77.145125 -125.520423,-5.689318 -109.961823,66.280529 -101.416464,41.532702 67.217984,-54.535128 105.435036,-53.634265 -84.479806,18.409772 -78.411150,86.390748 17.607186,17.497214 99.265018,-78.008541 147.530413,-29.739587 -51.653443,42.440688 -46.324218,65.383853 122.545397,-6.602194 130.810366,-77.145125 -35.520423,-5.689318 -19.961823,66.280529 -11.416464,41.532702 157.217984,-30.648376 162.520375,-53.634265 5.520194,18.409772 11.588850,86.390748 107.607186,17.497214 -170.734982,-54.535128 -164.564964,-29.739587 38.346557,42.440688 43.675782,65.383853 -147.454603,-6.602194 -139.189634,-78.008541 -122.469587
-32.460857 72.551224,-75.408389 -123.639488,-3.867786 -109.972520,68.066728 -100.789769,39.720412 67.289709,-56.331218 105.660368,-51.835720 -84.297111,20.230152 -78.408680,85.766655 42.553923,15.676252 99.263622,-79.711318 150.435473,-27.925752 -51.630919,44.251494 -46.235000,63.592450 123.030213,-8.423275 130.800830,-75.408389 -33.639488,-3.867786 -19.972520,68.066728 -10.789769,39.720412 157.289709,-32.460857 162.551224,-51.835720 5.702889,20.230152 11.591320,85.766655 132.553923,15.676252 -170.736378,-56.331218 -164.339632,-27.925752 38.369081,44.251494 43.765000,63.592450 -146.969787,-8.423275 -139.199170,-79.711318 -119.564527
-34.272388 72.588427,-73.657750 -122.178302,-2.046021 -109.983696,69.848495 -100.037177,37.907193 67.351391,-58.125506 105.920190,-50.035673 -84.137987,22.050083 -78.403203,84.583646 58.845059,13.854962 99.260048,-81.374759 154.509644,-26.111064 -51.613228,46.061245 -46.132219,61.798258 123.442805,-10.243993 130.792369,-73.657750 -32.178302,-2.046021 -19.983696,69.848495 -10.037177,37.907193 157.351391,-34.272388 162.588427,-50.035673 5.862013,22.050083 11.596797,84.583646 148.845059,13.854962 -170.739952,-58.125506 -164.079810,-26.111064 38.386772,46.061245 43.867781,61.798258 -146.557195,-10.243993 -139.207631,-81.374759 -115.490356
-36.082929 72.632725,-71.897092 -121.017123,-0.224074 -109.995120,71.624699 -99.122454,36.093093 67.404123,-59.917818 106.220705,-48.234207 -83.999332,23.869519 -78.394340,83.124337 68.756189,12.033397 99.254591,-82.971115 160.519403,-24.295564 -51.599865,47.869881 -46.014051,60.001662 123.796107,-12.064295 130.785236,-71.897092 -31.017123,-0.224074 -19.995120,71.624699 -9.122454,36.093093 157.404123,-36.082929 162.632725,-48.234207 6.000668,23.869519 11.605660,83.124337 158.756189,12.033397 -170.745409,-59.917818 -163.779295,-24.295564 38.400135,47.869881 43.985949,60.001662 -146.203893,-12.064295 -139.214764,-82.971115 -109.480597
-37.892444 72.684951,-70.128931 -120.077267,1.598002 -110.006565,73.393718 -97.994273,34.278155 67.448864,-61.707934 106.569665,-46.431395 -83.878549,25.688413 -78.381678,81.530267 75.043921,10.211605 99.247529,-84.442507 169.919634,-22.479293 -51.590372,49.677336 -45.878351,58.202961 124.100167,-13.884134 130.779695,-70.128931 -30.077267,1.598002 -20.006565,73.393718 -7.994273,34.278155 157.448864,-37.892444 162.684951,-46.431395 6.121451,25.688413 11.618322,81.530267 165.043921,10.211605 -170.752471,-61.707934 -163.430335,-22.479293 38.409628,49.677336 44.121649,58.202961 -145.899833,-13.884134 -139.220305,-84.442507 -100.080366
-39.700893 72.746052,-68.354957 -119.305081,3.420154 -110.017802,75.153154 -96.577642,32.462424 67.486457,-63.495571 106.976883,-44.627297 -83.773447,27.506720 -78.364767,79.864717 79.276886,8.389640 99.239126,-85.660146 -174.684496,-20.662292 -51.584332,51.483533 -45.722584,56.402387 124.362910,-15.703459 130.776022,-68.354957 -29.305081,3.420154 -20.017802,75.153154 -6.577642,32.462424 157.486457,-39.700893 162.746052,-44.627297 6.226553,27.506720 11.635233,79.864717 169.276886,8.389640 -170.760874,-63.495571 -163.023117,-20.662292 38.415668,51.483533 44.277416,56.402387 -145.637090,-15.703459 -139.223978,-85.660146 -84.684496
-41.508234 72.817110,-66.576344 -118.662801,5.242328 -110.028602,76.899321 -94.758908,30.645943 67.517648,-65.280358 107.454966,-42.821969 -83.682159,29.324395 -78.343108,78.157695 82.278391,6.567552 99.229635,-86.359974 -150.719422,-18.844606 -51.581361,53.288384 -45.543724,54.600122 124.590672,-17.522223 130.774511,-66.576344 -28.662801,5.242328 -20.028602,76.899321 -4.758908,30.645943 157.517648,-41.508234 162.817110,-42.821969 6.317841,29.324395 11.656892,78.157695 172.278391,6.567552 -170.770365,-65.280358 -162.545034,-18.844606 38.418639,53.288384 44.456276,54.600122 -145.409328,-17.522223 -139.225489,-86.359974 -60.719422
